primerak_id,inventarski_broj,datum_nabavke,fizicko_stanje,publikacija_id,odeljenje_id
621449,INV-00621449,2018-08-19,odlično,208922,7
621450,INV-00621450,2019-02-07,zadovoljavajuće,208922,10
621451,INV-00621451,2017-04-27,dobro,208924,1
621452,INV-00621452,2016-08-20,zadovoljavajuće,208924,1
621453,INV-00621453,2018-02-07,odlično,208924,1
621454,INV-00621454,2017-08-09,odlično,208924,1
621455,INV-00621455,2019-01-02,odlično,208924,1
621456,INV-00621456,2018-06-05,odlično,208924,1
621457,INV-00621457,2019-04-17,zadovoljavajuće,208924,1
621458,INV-00621458,2017-12-14,odlično,208924,1
621459,INV-00621459,2017-06-03,dobro,208924,4
621460,INV-00621460,2017-11-02,odlično,208924,4
621461,INV-00621461,2018-10-15,odlično,208924,4
621462,INV-00621462,2018-04-17,odlično,208924,4
621463,INV-00621463,2017-12-16,odlično,208924,4
621464,INV-00621464,2018-01-18,odlično,208924,4
621465,INV-00621465,2017-12-23,odlično,208924,4
621466,INV-00621466,2016-11-03,zadovoljavajuće,208924,7
621467,INV-00621467,2018-12-08,odlično,208924,7
621468,INV-00621468,2018-07-23,dobro,208924,7
621469,INV-00621469,2017-09-13,odlično,208924,7
621470,INV-00621470,2018-12-12,odlično,208924,7
621471,INV-00621471,2019-07-07,dobro,208924,7
621472,INV-00621472,2019-07-25,dobro,208924,7
621473,INV-00621473,2017-09-07,dobro,208924,10
621474,INV-00621474,2018-12-20,dobro,208924,13
621475,INV-00621475,2016-04-05,zadovoljavajuće,208935,1
621476,INV-00621476,2017-07-29,dobro,208935,1
621477,INV-00621477,2016-10-13,odlično,208935,1
621478,INV-00621478,2017-06-24,odlično,208935,1
621479,INV-00621479,2017-06-05,odlično,208935,1
621480,INV-00621480,2016-05-19,dobro,208935,1
621481,INV-00621481,2017-12-24,dobro,208935,1
621482,INV-00621482,2017-05-21,zadovoljavajuće,208935,1
621483,INV-00621483,2017-09-28,odlično,208935,1
621484,INV-00621484,2017-09-19,zadovoljavajuće,208935,1
621485,INV-00621485,2017-04-03,odlično,208935,1
621486,INV-00621486,2016-12-29,odlično,208935,1
621487,INV-00621487,2017-09-25,odlično,208935,1
621488,INV-00621488,2016-12-31,dobro,208935,1
621489,INV-00621489,2017-07-03,dobro,208935,1
621490,INV-00621490,2017-05-19,oštećeno,208935,1
621491,INV-00621491,2018-05-23,odlično,208935,1
621492,INV-00621492,2018-09-24,odlično,208935,1
621493,INV-00621493,2018-06-26,odlično,208935,1
621494,INV-00621494,2018-06-07,zadovoljavajuće,208935,1
621495,INV-00621495,2017-11-17,dobro,208935,1
621496,INV-00621496,2017-03-31,zadovoljavajuće,208935,1
621497,INV-00621497,2018-09-09,odlično,208935,1
621498,INV-00621498,2018-03-22,odlično,208935,1
621499,INV-00621499,2017-12-18,odlično,208935,1
621500,INV-00621500,2017-08-28,odlično,208935,1
621501,INV-00621501,2016-11-23,zadovoljavajuće,208935,1
621502,INV-00621502,2017-02-25,dobro,208935,1
621503,INV-00621503,2017-07-31,odlično,208935,1
621504,INV-00621504,2018-06-21,odlično,208935,1
621505,INV-00621505,2018-01-07,dobro,208935,1
621506,INV-00621506,2017-03-15,odlično,208935,1
621507,INV-00621507,2018-01-09,dobro,208935,1
621508,INV-00621508,2018-05-30,odlično,208935,1
621509,INV-00621509,2017-05-02,odlično,208935,1
621510,INV-00621510,2017-08-20,zadovoljavajuće,208935,1
621511,INV-00621511,2017-02-10,oštećeno,208935,1
621512,INV-00621512,2018-05-09,odlično,208935,1
621513,INV-00621513,2017-07-21,odlično,208935,1
621514,INV-00621514,2017-02-16,odlično,208935,1
621515,INV-00621515,2018-09-04,oštećeno,208935,1
621516,INV-00621516,2017-06-06,dobro,208935,1
621517,INV-00621517,2017-04-08,dobro,208935,1
621518,INV-00621518,2018-03-27,dobro,208935,1
621519,INV-00621519,2018-08-22,odlično,208935,1
621520,INV-00621520,2018-07-13,dobro,208935,1
621521,INV-00621521,2017-07-02,zadovoljavajuće,208935,1
621522,INV-00621522,2018-07-26,odlično,208935,1
621523,INV-00621523,2018-09-23,dobro,208935,1
621524,INV-00621524,2017-12-03,odlično,208935,1
621525,INV-00621525,2017-06-26,dobro,208935,1
621526,INV-00621526,2018-08-16,odlično,208935,1
621527,INV-00621527,2018-08-30,odlično,208935,1
621528,INV-00621528,2017-08-30,odlično,208935,1
621529,INV-00621529,2017-07-24,odlično,208935,1
621530,INV-00621530,2017-07-16,dobro,208935,1
621531,INV-00621531,2017-07-26,odlično,208935,1
621532,INV-00621532,2018-09-20,odlično,208935,1
621533,INV-00621533,2018-12-25,dobro,208935,1
621534,INV-00621534,2017-08-17,odlično,208935,1
621535,INV-00621535,2019-05-21,dobro,208935,1
621536,INV-00621536,2018-10-18,odlično,208935,1
621537,INV-00621537,2017-08-14,odlično,208935,1
621538,INV-00621538,2019-04-12,odlično,208935,1
621539,INV-00621539,2019-02-14,odlično,208935,1
621540,INV-00621540,2019-06-23,odlično,208935,1
621541,INV-00621541,2019-08-18,dobro,208935,1
621542,INV-00621542,2017-12-10,odlično,208935,1
621543,INV-00621543,2018-06-13,odlično,208935,1
621544,INV-00621544,2019-04-18,dobro,208935,1
621545,INV-00621545,2018-04-03,odlično,208935,1
621546,INV-00621546,2018-06-18,odlično,208935,1
621547,INV-00621547,2018-01-19,odlično,208935,1
621548,INV-00621548,2019-09-24,odlično,208935,1
