primerak_id,inventarski_broj,datum_nabavke,fizicko_stanje,publikacija_id,odeljenje_id
191217,INV-00191217,2019-01-15,odlično,63914,10
191218,INV-00191218,2016-09-04,dobro,63914,13
191219,INV-00191219,2018-08-06,odlično,63914,13
191220,INV-00191220,2018-05-03,odlično,63914,13
191221,INV-00191221,2016-10-09,odlično,63916,2
191222,INV-00191222,2017-06-17,dobro,63916,2
191223,INV-00191223,2019-02-28,odlično,63916,2
191224,INV-00191224,2018-06-10,dobro,63916,2
191225,INV-00191225,2016-04-27,odlično,63916,5
191226,INV-00191226,2016-11-06,dobro,63916,8
191227,INV-00191227,2017-12-18,odlično,63916,8
191228,INV-00191228,2017-11-13,dobro,63916,8
191229,INV-00191229,2017-02-28,odlično,63916,11
191230,INV-00191230,2018-01-12,odlično,63916,11
191231,INV-00191231,2017-05-06,odlično,63916,14
191232,INV-00191232,2017-05-31,odlično,63920,1
191233,INV-00191233,2017-05-30,dobro,63920,1
191234,INV-00191234,2018-08-14,dobro,63920,1
191235,INV-00191235,2018-04-03,odlično,63920,4
191236,INV-00191236,2017-05-21,odlično,63920,7
191237,INV-00191237,2019-01-16,odlično,63920,7
191238,INV-00191238,2016-11-07,odlično,63920,13
191239,INV-00191239,2017-05-15,dobro,63920,13
191240,INV-00191240,2016-10-19,odlično,63921,2
191241,INV-00191241,2016-05-08,odlično,63921,2
191242,INV-00191242,2017-10-23,odlično,63921,2
191243,INV-00191243,2017-11-28,dobro,63921,5
191244,INV-00191244,2016-07-27,dobro,63921,5
191245,INV-00191245,2018-04-20,odlično,63921,5
191246,INV-00191246,2018-04-11,zadovoljavajuće,63921,5
191247,INV-00191247,2016-11-04,odlično,63921,8
191248,INV-00191248,2018-08-26,odlično,63921,8
191249,INV-00191249,2018-04-25,odlično,63921,8
191250,INV-00191250,2018-01-13,zadovoljavajuće,63921,8
191251,INV-00191251,2017-01-20,dobro,63921,11
191252,INV-00191252,2018-10-08,oštećeno,63921,11
191253,INV-00191253,2017-11-01,odlično,63921,11
191254,INV-00191254,2019-04-16,zadovoljavajuće,63921,11
191255,INV-00191255,2017-04-24,odlično,63927,1
191256,INV-00191256,2017-07-31,zadovoljavajuće,63927,1
191257,INV-00191257,2018-07-27,odlično,63927,1
191258,INV-00191258,2018-06-03,odlično,63927,4
191259,INV-00191259,2016-04-20,odlično,63927,10
191260,INV-00191260,2017-07-05,odlično,63927,13
191261,INV-00191261,2017-05-04,odlično,63930,3
191262,INV-00191262,2016-08-07,odlično,63930,3
191263,INV-00191263,2017-12-05,zadovoljavajuće,63930,3
191264,INV-00191264,2017-07-25,odlično,63930,3
191265,INV-00191265,2018-04-04,odlično,63930,3
191266,INV-00191266,2018-10-15,odlično,63930,3
191267,INV-00191267,2018-02-08,dobro,63930,6
191268,INV-00191268,2017-12-19,dobro,63930,9
191269,INV-00191269,2017-10-19,odlično,63930,9
191270,INV-00191270,2017-10-04,odlično,63930,12
191271,INV-00191271,2017-05-03,odlično,63930,15
191272,INV-00191272,2017-01-08,dobro,63933,1
191273,INV-00191273,2018-04-10,dobro,63933,1
191274,INV-00191274,2018-07-18,dobro,63933,1
191275,INV-00191275,2018-03-17,dobro,63933,1
191276,INV-00191276,2018-02-25,odlično,63933,1
191277,INV-00191277,2017-10-23,dobro,63933,1
191278,INV-00191278,2018-04-16,dobro,63933,1
191279,INV-00191279,2019-01-06,odlično,63933,1
191280,INV-00191280,2016-09-15,odlično,63933,4
191281,INV-00191281,2017-04-08,dobro,63933,4
191282,INV-00191282,2017-08-26,zadovoljavajuće,63933,7
191283,INV-00191283,2018-01-18,odlično,63933,7
191284,INV-00191284,2018-06-28,odlično,63933,7
191285,INV-00191285,2018-08-16,dobro,63933,7
191286,INV-00191286,2017-11-22,odlično,63933,7
191287,INV-00191287,2019-07-13,odlično,63933,7
191288,INV-00191288,2019-01-02,odlično,63933,10
191289,INV-00191289,2018-05-27,odlično,63933,10
191290,INV-00191290,2016-07-19,dobro,63933,13
191291,INV-00191291,2017-01-22,dobro,63939,1
191292,INV-00191292,2017-08-24,zadovoljavajuće,63939,1
191293,INV-00191293,2017-07-15,odlično,63939,1
191294,INV-00191294,2018-05-04,dobro,63939,1
191295,INV-00191295,2018-11-23,odlično,63939,1
191296,INV-00191296,2017-07-25,zadovoljavajuće,63939,4
191297,INV-00191297,2017-11-29,dobro,63939,4
191298,INV-00191298,2018-03-18,odlično,63939,7
191299,INV-00191299,2017-03-05,dobro,63943,3
191300,INV-00191300,2017-05-05,odlično,63943,3
191301,INV-00191301,2017-05-03,dobro,63943,3
191302,INV-00191302,2016-10-10,dobro,63943,3
191303,INV-00191303,2017-02-18,dobro,63943,3
191304,INV-00191304,2018-07-03,odlično,63943,3
191305,INV-00191305,2017-07-11,dobro,63943,6
191306,INV-00191306,2018-04-01,odlično,63943,6
191307,INV-00191307,2018-10-09,odlično,63943,6
191308,INV-00191308,2019-01-14,odlično,63943,6
191309,INV-00191309,2019-06-11,dobro,63943,6
191310,INV-00191310,2018-02-06,odlično,63943,9
191311,INV-00191311,2016-12-08,odlično,63943,9
191312,INV-00191312,2017-12-16,odlično,63943,9
191313,INV-00191313,2018-06-17,dobro,63943,9
191314,INV-00191314,2019-05-24,dobro,63943,9
191315,INV-00191315,2018-01-14,odlično,63943,9
191316,INV-00191316,2017-03-14,odlično,63943,12
191317,INV-00191317,2017-02-27,dobro,63943,12
191318,INV-00191318,2017-03-09,dobro,63943,15
191319,INV-00191319,2017-09-24,oštećeno,63947,1
191320,INV-00191320,2018-02-01,dobro,63947,1
191321,INV-00191321,2018-01-13,dobro,63947,1
191322,INV-00191322,2017-02-14,oštećeno,63947,1
191323,INV-00191323,2019-01-10,dobro,63947,1
191324,INV-00191324,2019-02-04,dobro,63947,1
191325,INV-00191325,2016-03-13,odlično,63947,4
191326,INV-00191326,2016-05-23,zadovoljavajuće,63947,4
191327,INV-00191327,2018-07-04,odlično,63947,4
191328,INV-00191328,2018-01-09,odlično,63947,4
191329,INV-00191329,2018-04-10,dobro,63947,4
191330,INV-00191330,2017-12-09,odlično,63947,7
191331,INV-00191331,2017-02-28,odlično,63947,7
191332,INV-00191332,2018-01-02,zadovoljavajuće,63947,7
191333,INV-00191333,2018-10-13,odlično,63947,7
191334,INV-00191334,2017-03-15,odlično,63947,10
191335,INV-00191335,2017-07-30,odlično,63947,10
191336,INV-00191336,2017-11-24,odlično,63947,10
191337,INV-00191337,2019-03-14,dobro,63947,10
191338,INV-00191338,2016-08-07,odlično,63947,13
191339,INV-00191339,2019-04-07,odlično,63947,13
191340,INV-00191340,2018-09-12,zadovoljavajuće,63947,13
191341,INV-00191341,2017-03-12,odlično,63959,2
191342,INV-00191342,2018-12-17,odlično,63959,2
191343,INV-00191343,2018-10-04,odlično,63959,2
191344,INV-00191344,2017-12-25,dobro,63959,5
191345,INV-00191345,2017-11-29,dobro,63959,5
191346,INV-00191346,2017-07-29,odlično,63959,5
191347,INV-00191347,2017-03-13,dobro,63959,8
191348,INV-00191348,2018-07-22,odlično,63959,11
191349,INV-00191349,2018-06-16,dobro,63959,11
191350,INV-00191350,2018-09-23,dobro,63959,11
191351,INV-00191351,2018-02-21,odlično,63960,1
191352,INV-00191352,2017-02-28,odlično,63960,1
191353,INV-00191353,2017-03-15,odlično,63960,4
191354,INV-00191354,2016-08-15,odlično,63960,4
191355,INV-00191355,2016-11-15,odlično,63960,4
191356,INV-00191356,2018-04-01,odlično,63960,4
191357,INV-00191357,2018-07-11,odlično,63960,4
191358,INV-00191358,2017-08-10,odlično,63960,7
191359,INV-00191359,2017-07-25,dobro,63960,7
191360,INV-00191360,2018-09-21,odlično,63960,7
191361,INV-00191361,2017-01-31,zadovoljavajuće,63960,10
191362,INV-00191362,2018-12-31,odlično,63960,10
191363,INV-00191363,2018-08-20,odlično,63960,10
191364,INV-00191364,2017-03-02,odlično,63960,13
191365,INV-00191365,2017-02-06,odlično,63978,1
191366,INV-00191366,2017-07-09,dobro,63978,1
191367,INV-00191367,2016-09-05,dobro,63978,1
191368,INV-00191368,2016-11-01,odlično,63978,1
191369,INV-00191369,2018-03-28,dobro,63978,1
191370,INV-00191370,2017-09-28,odlično,63978,1
191371,INV-00191371,2019-07-26,odlično,63978,1
191372,INV-00191372,2019-01-05,odlično,63978,1
191373,INV-00191373,2019-09-08,zadovoljavajuće,63978,1
191374,INV-00191374,2018-10-02,odlično,63978,1
191375,INV-00191375,2019-01-24,odlično,63978,1
191376,INV-00191376,2018-12-24,zadovoljavajuće,63978,1
191377,INV-00191377,2019-06-12,dobro,63978,1
191378,INV-00191378,2019-01-29,odlično,63978,1
191379,INV-00191379,2018-03-05,odlično,63978,1
191380,INV-00191380,2019-08-08,odlično,63978,1
191381,INV-00191381,2018-11-19,odlično,63978,1
191382,INV-00191382,2019-06-14,dobro,63978,1
191383,INV-00191383,2017-11-04,dobro,63978,1
191384,INV-00191384,2018-08-27,dobro,63978,1
191385,INV-00191385,2019-09-29,dobro,63978,1
191386,INV-00191386,2018-09-02,zadovoljavajuće,63978,1
191387,INV-00191387,2018-12-21,odlično,63978,1
191388,INV-00191388,2019-10-14,dobro,63978,1
191389,INV-00191389,2018-08-17,odlično,63978,1
191390,INV-00191390,2019-07-26,dobro,63978,1
191391,INV-00191391,2018-01-02,odlično,63978,1
191392,INV-00191392,2018-01-11,dobro,63978,1
191393,INV-00191393,2019-08-06,odlično,63978,1
191394,INV-00191394,2018-03-07,odlično,63978,1
191395,INV-00191395,2017-12-15,dobro,63978,1
191396,INV-00191396,2019-08-12,dobro,63978,1
191397,INV-00191397,2018-05-30,odlično,63978,1
191398,INV-00191398,2018-02-11,dobro,63978,1
191399,INV-00191399,2019-09-23,dobro,63978,1
191400,INV-00191400,2018-06-13,odlično,63978,1
191401,INV-00191401,2019-05-21,zadovoljavajuće,63978,1
191402,INV-00191402,2019-11-12,dobro,63978,1
191403,INV-00191403,2018-02-21,odlično,63978,1
191404,INV-00191404,2018-06-03,dobro,63978,1
