primerak_id,inventarski_broj,datum_nabavke,fizicko_stanje,publikacija_id,odeljenje_id
812661,INV-00812661,2017-12-01,dobro,273762,15
812662,INV-00812662,2017-12-26,dobro,273762,15
812663,INV-00812663,2017-02-26,dobro,273765,2
812664,INV-00812664,2018-10-26,odlično,273765,2
812665,INV-00812665,2019-02-07,odlično,273765,2
812666,INV-00812666,2018-02-26,odlično,273765,5
812667,INV-00812667,2017-12-17,odlično,273765,8
812668,INV-00812668,2017-09-27,dobro,273765,11
812669,INV-00812669,2018-07-08,odlično,273765,11
812670,INV-00812670,2019-01-03,odlično,273765,14
812671,INV-00812671,2016-10-30,odlično,273775,3
812672,INV-00812672,2017-05-03,dobro,273775,3
812673,INV-00812673,2018-11-26,odlično,273775,3
812674,INV-00812674,2017-09-03,odlično,273775,3
812675,INV-00812675,2019-02-01,odlično,273775,3
812676,INV-00812676,2018-09-22,odlično,273775,3
812677,INV-00812677,2018-02-24,dobro,273775,3
812678,INV-00812678,2019-06-14,odlično,273775,6
812679,INV-00812679,2019-11-03,dobro,273775,6
812680,INV-00812680,2019-08-24,oštećeno,273775,9
812681,INV-00812681,2017-05-20,odlično,273775,12
812682,INV-00812682,2016-10-24,oštećeno,273775,15
812683,INV-00812683,2017-04-15,odlično,273777,3
812684,INV-00812684,2017-07-16,odlično,273777,3
812685,INV-00812685,2017-01-07,dobro,273777,3
812686,INV-00812686,2017-08-28,odlično,273777,3
812687,INV-00812687,2018-08-18,odlično,273777,3
812688,INV-00812688,2017-02-18,zadovoljavajuće,273777,6
812689,INV-00812689,2016-07-05,oštećeno,273777,6
812690,INV-00812690,2018-01-10,dobro,273777,6
812691,INV-00812691,2018-01-25,odlično,273777,6
812692,INV-00812692,2019-09-18,dobro,273777,6
812693,INV-00812693,2018-03-31,zadovoljavajuće,273777,6
812694,INV-00812694,2017-07-13,zadovoljavajuće,273777,9
812695,INV-00812695,2018-02-07,dobro,273777,9
812696,INV-00812696,2017-09-23,zadovoljavajuće,273777,12
812697,INV-00812697,2019-02-18,odlično,273777,12
812698,INV-00812698,2019-08-04,dobro,273777,12
812699,INV-00812699,2018-10-02,dobro,273777,15
812700,INV-00812700,2019-01-28,odlično,273777,15
812701,INV-00812701,2016-04-21,zadovoljavajuće,273784,1
812702,INV-00812702,2018-04-13,odlično,273784,1
812703,INV-00812703,2017-04-19,odlično,273784,1
812704,INV-00812704,2019-01-11,odlično,273784,1
812705,INV-00812705,2016-10-05,odlično,273784,4
812706,INV-00812706,2017-06-30,odlično,273784,4
812707,INV-00812707,2016-08-30,oštećeno,273784,7
812708,INV-00812708,2017-10-18,odlično,273784,7
812709,INV-00812709,2017-08-08,odlično,273784,7
812710,INV-00812710,2016-10-22,dobro,273784,7
812711,INV-00812711,2018-08-29,dobro,273784,7
812712,INV-00812712,2019-02-05,odlično,273784,7
812713,INV-00812713,2019-01-14,dobro,273784,7
812714,INV-00812714,2018-08-04,odlično,273784,7
812715,INV-00812715,2017-03-30,odlično,273784,10
812716,INV-00812716,2019-02-10,oštećeno,273784,10
812717,INV-00812717,2016-04-07,odlično,273784,13
812718,INV-00812718,2016-08-05,odlično,273795,1
812719,INV-00812719,2017-02-10,odlično,273795,1
812720,INV-00812720,2017-09-03,odlično,273795,4
812721,INV-00812721,2018-09-06,odlično,273795,4
812722,INV-00812722,2018-02-27,odlično,273795,4
812723,INV-00812723,2019-03-29,odlično,273795,4
812724,INV-00812724,2017-10-30,dobro,273795,7
812725,INV-00812725,2017-03-12,odlično,273795,13
812726,INV-00812726,2017-12-24,dobro,273810,1
812727,INV-00812727,2018-08-26,dobro,273810,1
812728,INV-00812728,2016-09-17,odlično,273810,4
812729,INV-00812729,2017-05-04,dobro,273810,4
812730,INV-00812730,2016-11-06,odlično,273810,4
812731,INV-00812731,2017-11-24,dobro,273810,4
812732,INV-00812732,2017-05-11,zadovoljavajuće,273810,7
812733,INV-00812733,2018-07-19,dobro,273810,7
812734,INV-00812734,2018-10-12,odlično,273810,10
812735,INV-00812735,2018-05-26,odlično,273810,10
812736,INV-00812736,2017-12-16,odlično,273821,1
812737,INV-00812737,2018-04-18,odlično,273821,1
812738,INV-00812738,2017-01-24,dobro,273821,1
812739,INV-00812739,2018-05-24,odlično,273821,1
812740,INV-00812740,2019-05-11,odlično,273821,1
812741,INV-00812741,2016-10-24,dobro,273821,4
812742,INV-00812742,2017-12-05,dobro,273821,4
812743,INV-00812743,2017-12-10,odlično,273821,4
812744,INV-00812744,2017-08-18,dobro,273821,4
812745,INV-00812745,2018-02-17,odlično,273821,4
812746,INV-00812746,2018-09-17,dobro,273821,4
812747,INV-00812747,2016-02-10,dobro,273821,7
812748,INV-00812748,2016-09-03,dobro,273821,10
812749,INV-00812749,2017-04-13,odlično,273821,10
812750,INV-00812750,2017-03-23,odlično,273822,1
812751,INV-00812751,2016-08-16,odlično,273822,1
812752,INV-00812752,2016-06-01,dobro,273822,1
812753,INV-00812753,2017-02-21,dobro,273822,1
812754,INV-00812754,2018-10-28,dobro,273822,1
812755,INV-00812755,2017-10-23,zadovoljavajuće,273822,4
812756,INV-00812756,2017-07-23,odlično,273822,4
812757,INV-00812757,2018-03-12,odlično,273822,4
812758,INV-00812758,2018-07-19,odlično,273822,4
812759,INV-00812759,2018-04-21,zadovoljavajuće,273822,4
812760,INV-00812760,2019-04-02,dobro,273822,4
812761,INV-00812761,2018-10-13,odlično,273822,4
812762,INV-00812762,2018-07-25,dobro,273822,4
812763,INV-00812763,2016-11-17,zadovoljavajuće,273822,7
812764,INV-00812764,2019-01-31,dobro,273822,7
812765,INV-00812765,2017-12-29,odlično,273822,7
812766,INV-00812766,2017-11-21,odlično,273822,7
812767,INV-00812767,2019-03-22,dobro,273822,7
812768,INV-00812768,2018-04-28,odlično,273822,7
812769,INV-00812769,2018-07-23,oštećeno,273822,10
812770,INV-00812770,2018-10-19,odlično,273822,10
812771,INV-00812771,2017-05-12,odlično,273822,13
812772,INV-00812772,2018-09-14,odlično,273822,13
812773,INV-00812773,2018-11-25,odlično,273822,13
812774,INV-00812774,2016-05-03,odlično,273826,1
812775,INV-00812775,2017-03-30,odlično,273826,1
812776,INV-00812776,2017-11-28,odlično,273826,4
812777,INV-00812777,2016-05-22,dobro,273826,4
812778,INV-00812778,2018-10-03,odlično,273826,4
812779,INV-00812779,2018-08-27,odlično,273826,4
812780,INV-00812780,2016-09-16,odlično,273826,7
