primerak_id,inventarski_broj,datum_nabavke,fizicko_stanje,publikacija_id,odeljenje_id
239021,INV-00239021,2017-04-22,dobro,81335,1
239022,INV-00239022,2017-10-16,dobro,81335,1
239023,INV-00239023,2017-10-28,odlično,81335,4
239024,INV-00239024,2018-04-12,zadovoljavajuće,81335,4
239025,INV-00239025,2017-10-16,odlično,81335,4
239026,INV-00239026,2018-12-17,odlično,81335,4
239027,INV-00239027,2018-04-26,dobro,81335,4
239028,INV-00239028,2017-06-14,odlično,81335,7
239029,INV-00239029,2018-10-08,dobro,81335,7
239030,INV-00239030,2016-03-06,odlično,81335,10
239031,INV-00239031,2017-12-05,dobro,81335,10
239032,INV-00239032,2017-10-03,odlično,81335,10
239033,INV-00239033,2017-03-18,dobro,81335,13
239034,INV-00239034,2018-01-21,zadovoljavajuće,81335,13
239035,INV-00239035,2018-03-06,odlično,81335,13
239036,INV-00239036,2019-04-29,odlično,81335,13
239037,INV-00239037,2017-09-29,odlično,81340,1
239038,INV-00239038,2019-03-04,odlično,81340,1
239039,INV-00239039,2017-05-29,dobro,81340,4
239040,INV-00239040,2018-01-08,odlično,81340,7
239041,INV-00239041,2017-09-22,dobro,81340,10
239042,INV-00239042,2017-10-08,dobro,81340,13
239043,INV-00239043,2017-01-28,zadovoljavajuće,81342,2
239044,INV-00239044,2017-05-09,dobro,81342,2
239045,INV-00239045,2018-04-10,dobro,81342,2
239046,INV-00239046,2017-08-19,zadovoljavajuće,81342,2
239047,INV-00239047,2017-09-16,odlično,81342,2
239048,INV-00239048,2017-03-03,odlično,81342,2
239049,INV-00239049,2017-09-03,odlično,81342,2
239050,INV-00239050,2018-03-04,dobro,81342,2
239051,INV-00239051,2017-03-28,odlično,81342,2
239052,INV-00239052,2017-10-10,dobro,81342,2
239053,INV-00239053,2017-05-05,odlično,81342,2
239054,INV-00239054,2018-03-28,odlično,81342,2
239055,INV-00239055,2018-06-10,dobro,81342,2
239056,INV-00239056,2018-02-03,oštećeno,81342,2
239057,INV-00239057,2017-11-19,dobro,81342,2
239058,INV-00239058,2018-06-26,dobro,81342,2
239059,INV-00239059,2017-11-09,odlično,81342,2
239060,INV-00239060,2017-02-25,zadovoljavajuće,81342,2
239061,INV-00239061,2018-04-13,dobro,81342,2
239062,INV-00239062,2017-10-29,dobro,81342,2
239063,INV-00239063,2017-12-06,odlično,81342,2
239064,INV-00239064,2017-01-20,dobro,81342,2
239065,INV-00239065,2018-10-12,oštećeno,81342,2
