primerak_id,inventarski_broj,datum_nabavke,fizicko_stanje,publikacija_id,odeljenje_id
669252,INV-00669252,2019-02-12,zadovoljavajuće,225328,1
669253,INV-00669253,2018-01-31,dobro,225328,4
669254,INV-00669254,2017-02-04,odlično,225328,7
669255,INV-00669255,2018-09-23,dobro,225328,7
669256,INV-00669256,2018-11-30,zadovoljavajuće,225328,7
669257,INV-00669257,2016-11-28,oštećeno,225328,10
669258,INV-00669258,2018-11-15,dobro,225328,10
669259,INV-00669259,2018-05-24,odlično,225328,13
669260,INV-00669260,2018-10-01,odlično,225328,13
669261,INV-00669261,2019-01-27,oštećeno,225339,1
669262,INV-00669262,2018-09-20,odlično,225339,1
669263,INV-00669263,2016-08-16,dobro,225339,4
669264,INV-00669264,2018-01-11,zadovoljavajuće,225339,4
669265,INV-00669265,2018-07-23,odlično,225339,4
669266,INV-00669266,2019-08-07,dobro,225339,4
669267,INV-00669267,2018-02-23,zadovoljavajuće,225339,4
669268,INV-00669268,2016-10-15,dobro,225339,7
669269,INV-00669269,2017-07-01,dobro,225339,7
669270,INV-00669270,2016-12-17,odlično,225339,7
669271,INV-00669271,2018-05-11,dobro,225339,7
669272,INV-00669272,2017-03-29,odlično,225339,10
669273,INV-00669273,2017-01-06,odlično,225342,1
669274,INV-00669274,2017-07-17,odlično,225342,1
669275,INV-00669275,2018-04-08,zadovoljavajuće,225342,1
669276,INV-00669276,2017-07-07,odlično,225342,1
669277,INV-00669277,2018-08-22,dobro,225342,1
669278,INV-00669278,2016-09-08,odlično,225342,4
669279,INV-00669279,2018-04-15,odlično,225342,4
669280,INV-00669280,2017-01-07,odlično,225342,7
669281,INV-00669281,2017-02-23,dobro,225342,7
669282,INV-00669282,2017-08-02,odlično,225342,7
669283,INV-00669283,2018-03-03,dobro,225342,7
669284,INV-00669284,2018-10-21,dobro,225342,7
669285,INV-00669285,2019-08-21,odlično,225342,7
669286,INV-00669286,2016-03-05,odlično,225342,10
669287,INV-00669287,2017-04-17,dobro,225342,10
669288,INV-00669288,2018-05-19,dobro,225342,10
669289,INV-00669289,2018-03-07,dobro,225342,10
669290,INV-00669290,2019-03-02,dobro,225342,10
669291,INV-00669291,2018-06-18,odlično,225342,13
669292,INV-00669292,2018-09-05,odlično,225342,13
669293,INV-00669293,2016-02-20,dobro,225346,1
669294,INV-00669294,2016-11-06,odlično,225346,1
669295,INV-00669295,2017-11-28,dobro,225346,4
669296,INV-00669296,2017-12-03,dobro,225346,4
669297,INV-00669297,2018-08-30,odlično,225346,4
669298,INV-00669298,2019-05-02,dobro,225346,4
669299,INV-00669299,2019-04-26,odlično,225346,4
669300,INV-00669300,2018-11-07,dobro,225346,4
669301,INV-00669301,2018-12-28,dobro,225346,4
669302,INV-00669302,2018-01-25,odlično,225346,7
669303,INV-00669303,2018-09-01,dobro,225346,7
669304,INV-00669304,2018-08-12,dobro,225346,7
669305,INV-00669305,2018-03-13,odlično,225346,10
669306,INV-00669306,2017-01-20,odlično,225348,2
669307,INV-00669307,2019-03-31,odlično,225348,2
669308,INV-00669308,2018-04-27,odlično,225348,2
669309,INV-00669309,2016-09-19,odlično,225348,5
669310,INV-00669310,2018-02-16,dobro,225348,5
669311,INV-00669311,2018-12-16,zadovoljavajuće,225348,5
