primerak_id,inventarski_broj,datum_nabavke,fizicko_stanje,publikacija_id,odeljenje_id
908267,INV-00908267,2017-01-13,dobro,306644,1
908268,INV-00908268,2018-09-02,zadovoljavajuće,306644,1
908269,INV-00908269,2017-05-04,dobro,306644,1
908270,INV-00908270,2018-05-14,odlično,306644,1
908271,INV-00908271,2018-03-21,dobro,306644,4
908272,INV-00908272,2017-04-26,zadovoljavajuće,306644,4
908273,INV-00908273,2018-02-04,odlično,306644,7
908274,INV-00908274,2016-10-06,zadovoljavajuće,306644,10
908275,INV-00908275,2018-01-23,odlično,306644,13
908276,INV-00908276,2016-10-05,odlično,306645,1
908277,INV-00908277,2016-10-31,zadovoljavajuće,306645,1
908278,INV-00908278,2019-04-11,odlično,306645,1
908279,INV-00908279,2019-04-10,odlično,306645,1
908280,INV-00908280,2017-09-08,zadovoljavajuće,306645,4
908281,INV-00908281,2017-04-04,odlično,306645,4
908282,INV-00908282,2019-01-22,odlično,306645,4
908283,INV-00908283,2018-06-14,odlično,306645,4
908284,INV-00908284,2018-08-08,odlično,306645,4
908285,INV-00908285,2017-02-05,odlično,306653,1
908286,INV-00908286,2017-08-24,dobro,306653,1
908287,INV-00908287,2016-10-22,odlično,306653,4
908288,INV-00908288,2018-04-06,zadovoljavajuće,306653,4
908289,INV-00908289,2017-06-05,odlično,306653,4
908290,INV-00908290,2018-10-01,odlično,306653,4
908291,INV-00908291,2018-03-14,odlično,306653,4
908292,INV-00908292,2016-06-01,oštećeno,306653,7
908293,INV-00908293,2016-06-23,zadovoljavajuće,306653,7
908294,INV-00908294,2017-05-17,dobro,306653,7
908295,INV-00908295,2019-01-23,dobro,306653,10
908296,INV-00908296,2018-04-23,oštećeno,306653,13
908297,INV-00908297,2017-11-12,dobro,306656,1
908298,INV-00908298,2017-05-06,odlično,306656,1
908299,INV-00908299,2017-11-14,odlično,306656,4
908300,INV-00908300,2017-06-22,odlično,306656,4
908301,INV-00908301,2018-06-25,odlično,306656,4
908302,INV-00908302,2017-04-28,zadovoljavajuće,306656,4
908303,INV-00908303,2018-05-30,odlično,306656,4
