primerak_id,inventarski_broj,datum_nabavke,fizicko_stanje,publikacija_id,odeljenje_id
717055,INV-00717055,2017-08-18,odlično,241026,15
717056,INV-00717056,2018-07-14,odlično,241026,15
717057,INV-00717057,2019-01-15,zadovoljavajuće,241026,15
717058,INV-00717058,2018-07-05,dobro,241026,15
717059,INV-00717059,2018-09-19,dobro,241026,15
717060,INV-00717060,2019-02-28,odlično,241026,15
717061,INV-00717061,2018-10-27,dobro,241026,15
717062,INV-00717062,2017-08-15,zadovoljavajuće,241026,15
717063,INV-00717063,2018-11-17,dobro,241026,15
717064,INV-00717064,2018-12-05,dobro,241026,15
717065,INV-00717065,2018-02-19,odlično,241026,15
717066,INV-00717066,2019-02-21,zadovoljavajuće,241026,15
717067,INV-00717067,2017-07-20,dobro,241026,15
717068,INV-00717068,2018-10-10,odlično,241026,15
717069,INV-00717069,2017-08-17,odlično,241026,15
717070,INV-00717070,2018-09-03,zadovoljavajuće,241026,15
717071,INV-00717071,2017-10-19,dobro,241026,15
717072,INV-00717072,2018-03-29,odlično,241026,15
717073,INV-00717073,2018-11-02,odlično,241026,15
717074,INV-00717074,2018-09-26,dobro,241026,15
717075,INV-00717075,2018-06-24,dobro,241026,15
717076,INV-00717076,2017-09-04,dobro,241026,15
717077,INV-00717077,2017-08-12,odlično,241026,15
717078,INV-00717078,2019-02-22,odlično,241026,15
717079,INV-00717079,2017-06-20,zadovoljavajuće,241026,15
717080,INV-00717080,2018-01-12,odlično,241026,15
717081,INV-00717081,2018-07-30,odlično,241026,15
717082,INV-00717082,2019-03-06,dobro,241026,15
717083,INV-00717083,2018-11-23,odlično,241026,15
717084,INV-00717084,2019-02-25,zadovoljavajuće,241026,15
717085,INV-00717085,2018-01-09,odlično,241026,15
717086,INV-00717086,2019-02-10,odlično,241026,15
717087,INV-00717087,2017-06-22,odlično,241026,15
717088,INV-00717088,2017-07-16,dobro,241026,15
717089,INV-00717089,2017-12-25,odlično,241026,15
717090,INV-00717090,2019-03-03,odlično,241026,15
717091,INV-00717091,2018-08-04,odlično,241026,15
717092,INV-00717092,2018-04-21,odlično,241026,15
717093,INV-00717093,2017-10-30,dobro,241026,15
717094,INV-00717094,2018-07-07,dobro,241026,15
717095,INV-00717095,2019-02-08,odlično,241026,15
717096,INV-00717096,2017-12-19,odlično,241026,15
717097,INV-00717097,2018-12-09,odlično,241026,15
717098,INV-00717098,2018-05-25,odlično,241026,15
717099,INV-00717099,2017-06-28,odlično,241026,15
717100,INV-00717100,2018-10-21,dobro,241026,15
717101,INV-00717101,2019-03-01,dobro,241026,15
717102,INV-00717102,2017-12-09,odlično,241026,15
717103,INV-00717103,2018-09-01,dobro,241026,15
717104,INV-00717104,2018-11-09,dobro,241026,15
717105,INV-00717105,2018-09-21,odlično,241026,15
717106,INV-00717106,2017-11-29,odlično,241026,15
717107,INV-00717107,2019-01-25,dobro,241026,15
717108,INV-00717108,2019-02-16,zadovoljavajuće,241026,15
717109,INV-00717109,2018-07-18,dobro,241026,15
717110,INV-00717110,2017-09-05,dobro,241026,15
717111,INV-00717111,2018-04-24,odlično,241026,15
717112,INV-00717112,2018-02-14,odlično,241026,15
717113,INV-00717113,2018-10-12,odlično,241026,15
717114,INV-00717114,2019-02-22,dobro,241026,15
717115,INV-00717115,2018-06-26,zadovoljavajuće,241026,15
717116,INV-00717116,2018-08-06,odlično,241026,15
717117,INV-00717117,2018-02-13,dobro,241026,15
717118,INV-00717118,2018-11-12,odlično,241026,15
717119,INV-00717119,2017-11-09,odlično,241026,15
717120,INV-00717120,2017-09-02,dobro,241026,15
717121,INV-00717121,2017-12-31,odlično,241026,15
717122,INV-00717122,2017-09-13,dobro,241026,15
717123,INV-00717123,2018-01-11,odlično,241026,15
717124,INV-00717124,2017-08-18,dobro,241026,15
717125,INV-00717125,2018-05-02,dobro,241026,15
717126,INV-00717126,2019-04-25,zadovoljavajuće,241026,15
717127,INV-00717127,2019-03-07,zadovoljavajuće,241026,15
717128,INV-00717128,2018-11-05,dobro,241026,15
717129,INV-00717129,2019-04-22,dobro,241026,15
717130,INV-00717130,2018-05-14,odlično,241026,15
717131,INV-00717131,2018-10-22,dobro,241026,15
717132,INV-00717132,2017-12-03,dobro,241026,15
717133,INV-00717133,2019-02-21,dobro,241026,15
717134,INV-00717134,2017-11-01,dobro,241026,15
