primerak_id,inventarski_broj,datum_nabavke,fizicko_stanje,publikacija_id,odeljenje_id
1,INV-00000001,2016-06-05,odlično,1,3
2,INV-00000002,2016-12-15,odlično,1,3
3,INV-00000003,2018-03-11,dobro,1,3
4,INV-00000004,2018-11-17,dobro,1,3
5,INV-00000005,2017-02-09,dobro,1,6
6,INV-00000006,2017-11-19,odlično,1,6
7,INV-00000007,2019-07-16,odlično,1,6
8,INV-00000008,2018-11-17,odlično,1,6
9,INV-00000009,2018-02-04,dobro,1,12
10,INV-00000010,2018-02-12,odlično,1,15
11,INV-00000011,2016-09-21,dobro,2,1
12,INV-00000012,2018-05-19,dobro,2,1
13,INV-00000013,2017-03-07,odlično,2,1
14,INV-00000014,2017-01-16,dobro,2,1
15,INV-00000015,2018-10-12,odlično,2,1
16,INV-00000016,2018-06-09,zadovoljavajuće,2,1
17,INV-00000017,2018-05-18,dobro,2,1
18,INV-00000018,2018-03-05,odlično,2,1
19,INV-00000019,2019-04-15,odlično,2,1
20,INV-00000020,2018-10-09,zadovoljavajuće,2,1
21,INV-00000021,2016-03-17,dobro,2,4
22,INV-00000022,2017-02-07,odlično,2,4
23,INV-00000023,2018-06-17,dobro,2,4
24,INV-00000024,2017-07-16,odlično,2,4
25,INV-00000025,2017-09-13,odlično,2,4
26,INV-00000026,2018-07-19,odlično,2,4
27,INV-00000027,2019-02-06,odlično,2,4
28,INV-00000028,2019-01-08,dobro,2,4
29,INV-00000029,2019-02-06,odlično,2,4
30,INV-00000030,2019-06-21,odlično,2,4
31,INV-00000031,2016-06-03,odlično,2,7
32,INV-00000032,2017-08-27,dobro,2,7
33,INV-00000033,2018-01-30,dobro,2,7
34,INV-00000034,2017-11-20,zadovoljavajuće,2,10
35,INV-00000035,2018-09-12,odlično,2,10
36,INV-00000036,2018-06-09,odlično,2,13
37,INV-00000037,2018-01-31,odlično,2,13
38,INV-00000038,2017-07-03,dobro,13,3
39,INV-00000039,2016-12-07,odlično,13,3
40,INV-00000040,2016-10-12,dobro,13,3
41,INV-00000041,2017-04-11,zadovoljavajuće,13,3
42,INV-00000042,2017-03-14,odlično,13,3
43,INV-00000043,2017-12-16,dobro,13,3
