primerak_id,inventarski_broj,datum_nabavke,fizicko_stanje,publikacija_id,odeljenje_id
860464,INV-00860464,2017-03-21,dobro,290461,4
860465,INV-00860465,2016-11-07,dobro,290461,7
860466,INV-00860466,2018-06-16,zadovoljavajuće,290461,7
860467,INV-00860467,2017-04-06,odlično,290461,7
860468,INV-00860468,2017-09-18,zadovoljavajuće,290461,10
860469,INV-00860469,2018-03-15,zadovoljavajuće,290461,10
860470,INV-00860470,2018-08-07,odlično,290461,10
860471,INV-00860471,2018-12-06,dobro,290461,10
860472,INV-00860472,2019-08-01,dobro,290461,10
860473,INV-00860473,2018-07-18,dobro,290461,13
860474,INV-00860474,2017-04-02,dobro,290464,1
860475,INV-00860475,2017-10-16,dobro,290464,1
860476,INV-00860476,2017-07-02,odlično,290464,4
860477,INV-00860477,2018-03-28,odlično,290464,4
860478,INV-00860478,2018-06-08,dobro,290464,4
860479,INV-00860479,2018-10-08,odlično,290464,4
860480,INV-00860480,2019-04-28,dobro,290464,4
860481,INV-00860481,2019-05-23,dobro,290464,4
860482,INV-00860482,2016-03-05,odlično,290464,7
860483,INV-00860483,2017-09-10,odlično,290464,10
860484,INV-00860484,2016-07-29,odlično,290464,10
860485,INV-00860485,2019-06-28,odlično,290464,13
860486,INV-00860486,2017-12-22,dobro,290466,1
860487,INV-00860487,2017-11-10,dobro,290466,4
860488,INV-00860488,2017-06-27,odlično,290466,4
860489,INV-00860489,2018-05-17,dobro,290466,4
860490,INV-00860490,2017-11-24,odlično,290466,7
860491,INV-00860491,2018-09-22,odlično,290466,7
860492,INV-00860492,2016-08-30,zadovoljavajuće,290466,10
860493,INV-00860493,2018-11-05,odlično,290466,10
860494,INV-00860494,2017-08-02,odlično,290466,13
860495,INV-00860495,2018-04-26,dobro,290467,4
860496,INV-00860496,2019-02-20,dobro,290467,4
860497,INV-00860497,2019-05-30,odlično,290467,10
860498,INV-00860498,2017-08-18,odlično,290467,13
860499,INV-00860499,2016-03-17,dobro,290470,2
860500,INV-00860500,2018-05-04,dobro,290470,2
860501,INV-00860501,2016-05-09,zadovoljavajuće,290470,5
860502,INV-00860502,2018-12-04,odlično,290470,5
860503,INV-00860503,2016-07-28,zadovoljavajuće,290470,8
860504,INV-00860504,2017-07-12,odlično,290470,8
860505,INV-00860505,2018-03-19,odlično,290470,11
860506,INV-00860506,2017-10-24,dobro,290470,14
860507,INV-00860507,2018-05-18,dobro,290470,14
860508,INV-00860508,2017-08-18,odlično,290476,2
860509,INV-00860509,2017-06-13,odlično,290476,2
860510,INV-00860510,2017-01-12,dobro,290476,2
860511,INV-00860511,2017-09-11,odlično,290476,2
860512,INV-00860512,2017-06-04,odlično,290476,2
860513,INV-00860513,2017-10-26,dobro,290476,2
860514,INV-00860514,2017-02-02,odlično,290476,2
860515,INV-00860515,2016-07-22,odlično,290476,2
860516,INV-00860516,2017-02-08,dobro,290476,2
860517,INV-00860517,2017-08-26,zadovoljavajuće,290476,2
860518,INV-00860518,2017-12-27,odlično,290476,2
860519,INV-00860519,2016-09-08,zadovoljavajuće,290476,2
860520,INV-00860520,2016-12-13,odlično,290476,2
860521,INV-00860521,2018-05-07,odlično,290476,2
860522,INV-00860522,2016-12-21,dobro,290476,2
860523,INV-00860523,2016-08-11,dobro,290476,2
