primerak_id,inventarski_broj,datum_nabavke,fizicko_stanje,publikacija_id,odeljenje_id
573646,INV-00573646,2018-11-25,dobro,191327,12
573647,INV-00573647,2017-11-09,odlično,191327,12
573648,INV-00573648,2017-03-07,odlično,191337,1
573649,INV-00573649,2017-09-14,odlično,191337,1
573650,INV-00573650,2018-03-03,oštećeno,191337,1
573651,INV-00573651,2018-02-06,odlično,191337,1
573652,INV-00573652,2016-10-09,zadovoljavajuće,191337,4
573653,INV-00573653,2018-02-01,zadovoljavajuće,191337,4
573654,INV-00573654,2018-04-03,dobro,191337,4
573655,INV-00573655,2016-11-22,dobro,191337,7
573656,INV-00573656,2017-01-06,dobro,191337,7
573657,INV-00573657,2018-06-28,odlično,191337,10
573658,INV-00573658,2018-03-29,zadovoljavajuće,191337,13
573659,INV-00573659,2018-03-28,odlično,191339,1
573660,INV-00573660,2017-03-22,zadovoljavajuće,191339,4
573661,INV-00573661,2017-02-10,odlično,191339,4
573662,INV-00573662,2018-10-26,dobro,191339,4
573663,INV-00573663,2017-07-10,odlično,191339,4
573664,INV-00573664,2017-07-07,dobro,191339,7
573665,INV-00573665,2017-03-09,odlično,191339,7
573666,INV-00573666,2017-11-14,dobro,191339,10
573667,INV-00573667,2017-09-04,dobro,191339,13
573668,INV-00573668,2018-11-02,dobro,191339,13
573669,INV-00573669,2018-11-18,oštećeno,191339,13
573670,INV-00573670,2016-10-28,zadovoljavajuće,191343,1
573671,INV-00573671,2018-01-10,odlično,191343,1
573672,INV-00573672,2017-10-21,dobro,191343,1
573673,INV-00573673,2018-09-24,odlično,191343,1
573674,INV-00573674,2018-02-17,odlično,191343,1
573675,INV-00573675,2018-06-12,dobro,191343,1
573676,INV-00573676,2017-12-22,zadovoljavajuće,191343,4
573677,INV-00573677,2016-07-30,dobro,191343,7
573678,INV-00573678,2016-07-09,odlično,191343,7
573679,INV-00573679,2017-08-07,odlično,191343,7
573680,INV-00573680,2016-12-03,odlično,191343,10
573681,INV-00573681,2017-03-17,odlično,191343,10
573682,INV-00573682,2019-06-21,dobro,191343,10
573683,INV-00573683,2018-05-14,odlično,191343,13
573684,INV-00573684,2019-02-28,dobro,191343,13
573685,INV-00573685,2017-01-31,dobro,191345,3
573686,INV-00573686,2018-02-23,dobro,191345,3
573687,INV-00573687,2017-10-10,odlično,191345,3
573688,INV-00573688,2017-10-02,dobro,191345,3
573689,INV-00573689,2018-11-08,odlično,191345,3
573690,INV-00573690,2019-04-07,odlično,191345,3
573691,INV-00573691,2018-04-10,dobro,191345,3
573692,INV-00573692,2017-05-28,dobro,191345,6
573693,INV-00573693,2017-09-26,odlično,191345,6
573694,INV-00573694,2018-11-11,dobro,191345,6
573695,INV-00573695,2017-04-30,odlično,191345,9
573696,INV-00573696,2017-08-31,odlično,191345,9
573697,INV-00573697,2018-06-10,dobro,191345,9
573698,INV-00573698,2016-07-20,dobro,191345,12
573699,INV-00573699,2017-05-24,dobro,191345,12
573700,INV-00573700,2018-05-31,dobro,191345,15
573701,INV-00573701,2017-03-03,odlično,191348,3
573702,INV-00573702,2018-10-01,odlično,191348,6
573703,INV-00573703,2018-02-21,dobro,191348,6
573704,INV-00573704,2019-04-08,dobro,191348,9
573705,INV-00573705,2019-04-07,odlično,191348,9
573706,INV-00573706,2017-05-08,odlično,191348,12
573707,INV-00573707,2017-06-06,odlično,191348,12
573708,INV-00573708,2017-10-27,dobro,191348,12
573709,INV-00573709,2016-10-20,odlično,191350,1
573710,INV-00573710,2017-07-03,dobro,191350,1
573711,INV-00573711,2017-07-14,zadovoljavajuće,191350,1
573712,INV-00573712,2017-01-19,dobro,191350,4
573713,INV-00573713,2018-02-11,oštećeno,191350,4
573714,INV-00573714,2017-06-29,dobro,191350,7
573715,INV-00573715,2017-02-14,zadovoljavajuće,191350,7
573716,INV-00573716,2018-07-01,odlično,191350,7
573717,INV-00573717,2017-09-06,dobro,191350,7
573718,INV-00573718,2017-07-27,odlično,191350,7
573719,INV-00573719,2016-11-05,dobro,191350,10
573720,INV-00573720,2016-08-28,dobro,191351,2
573721,INV-00573721,2017-10-16,odlično,191351,2
573722,INV-00573722,2018-03-23,zadovoljavajuće,191351,2
573723,INV-00573723,2018-03-20,zadovoljavajuće,191351,2
573724,INV-00573724,2019-06-19,dobro,191351,2
573725,INV-00573725,2019-02-05,odlično,191351,5
573726,INV-00573726,2017-08-17,dobro,191351,5
573727,INV-00573727,2018-06-02,odlično,191351,5
573728,INV-00573728,2017-05-24,odlično,191351,8
573729,INV-00573729,2018-07-07,dobro,191351,8
573730,INV-00573730,2018-09-04,zadovoljavajuće,191351,8
573731,INV-00573731,2019-02-26,dobro,191351,11
573732,INV-00573732,2018-05-16,odlično,191351,11
573733,INV-00573733,2019-01-03,odlično,191351,11
573734,INV-00573734,2017-04-21,odlično,191355,1
573735,INV-00573735,2017-03-11,oštećeno,191355,4
573736,INV-00573736,2017-11-01,zadovoljavajuće,191355,7
573737,INV-00573737,2016-09-18,odlično,191355,7
573738,INV-00573738,2018-03-04,zadovoljavajuće,191355,7
