primerak_id,inventarski_broj,datum_nabavke,fizicko_stanje,publikacija_id,odeljenje_id
95609,INV-00095609,2017-03-03,dobro,32576,4
95610,INV-00095610,2018-06-04,dobro,32576,4
95611,INV-00095611,2016-10-18,odlično,32576,7
95612,INV-00095612,2017-12-11,zadovoljavajuće,32576,10
95613,INV-00095613,2019-01-13,odlično,32576,13
95614,INV-00095614,2017-03-14,odlično,32580,1
95615,INV-00095615,2018-06-20,odlično,32580,1
95616,INV-00095616,2018-02-24,odlično,32580,1
95617,INV-00095617,2016-07-20,odlično,32580,4
95618,INV-00095618,2017-10-08,dobro,32580,7
95619,INV-00095619,2018-04-22,odlično,32580,7
95620,INV-00095620,2017-09-22,zadovoljavajuće,32580,7
95621,INV-00095621,2016-10-07,odlično,32580,10
95622,INV-00095622,2017-05-02,odlično,32580,13
95623,INV-00095623,2017-04-18,odlično,32583,1
95624,INV-00095624,2016-12-04,odlično,32583,1
95625,INV-00095625,2018-02-28,zadovoljavajuće,32583,1
95626,INV-00095626,2017-12-31,dobro,32583,1
95627,INV-00095627,2019-02-03,zadovoljavajuće,32583,1
95628,INV-00095628,2016-12-16,zadovoljavajuće,32583,4
95629,INV-00095629,2019-03-03,odlično,32583,4
95630,INV-00095630,2019-05-12,odlično,32583,4
95631,INV-00095631,2017-08-18,zadovoljavajuće,32583,7
95632,INV-00095632,2017-11-18,dobro,32583,7
95633,INV-00095633,2018-06-13,odlično,32583,10
95634,INV-00095634,2016-08-04,dobro,32583,13
95635,INV-00095635,2017-04-25,dobro,32583,13
95636,INV-00095636,2017-08-15,zadovoljavajuće,32584,1
95637,INV-00095637,2017-04-08,dobro,32584,1
95638,INV-00095638,2018-06-13,odlično,32584,1
95639,INV-00095639,2017-02-21,dobro,32584,4
95640,INV-00095640,2016-02-02,odlično,32584,7
95641,INV-00095641,2017-04-14,odlično,32584,7
95642,INV-00095642,2016-07-31,dobro,32584,10
95643,INV-00095643,2018-04-18,odlično,32584,13
95644,INV-00095644,2017-05-30,odlično,32587,1
95645,INV-00095645,2018-06-20,dobro,32587,1
95646,INV-00095646,2017-02-14,oštećeno,32587,1
95647,INV-00095647,2018-07-14,odlično,32587,1
95648,INV-00095648,2017-05-14,odlično,32587,4
95649,INV-00095649,2017-02-08,odlično,32587,4
95650,INV-00095650,2018-10-26,odlično,32587,4
95651,INV-00095651,2016-06-12,odlično,32587,7
95652,INV-00095652,2018-04-12,dobro,32587,7
95653,INV-00095653,2019-02-24,zadovoljavajuće,32587,7
95654,INV-00095654,2018-09-22,dobro,32587,10
95655,INV-00095655,2017-06-12,odlično,32587,10
95656,INV-00095656,2017-12-19,odlično,32587,13
95657,INV-00095657,2017-02-27,dobro,32587,13
95658,INV-00095658,2016-12-09,odlično,32587,13
95659,INV-00095659,2017-12-05,dobro,32589,1
95660,INV-00095660,2018-02-08,dobro,32589,1
95661,INV-00095661,2017-11-09,zadovoljavajuće,32589,1
