primerak_id,inventarski_broj,datum_nabavke,fizicko_stanje,publikacija_id,odeljenje_id
334629,INV-00334629,2018-08-06,odlično,110639,9
334630,INV-00334630,2018-01-10,dobro,110639,9
334631,INV-00334631,2016-12-27,dobro,110639,9
334632,INV-00334632,2017-09-03,odlično,110639,9
334633,INV-00334633,2016-11-25,odlično,110639,9
334634,INV-00334634,2017-06-17,dobro,110639,9
334635,INV-00334635,2018-10-09,dobro,110639,9
334636,INV-00334636,2018-11-23,odlično,110639,9
334637,INV-00334637,2017-05-10,odlično,110639,9
334638,INV-00334638,2018-10-11,odlično,110639,9
334639,INV-00334639,2018-01-26,dobro,110639,9
334640,INV-00334640,2019-01-07,odlično,110639,9
334641,INV-00334641,2018-05-02,odlično,110639,9
334642,INV-00334642,2018-02-16,odlično,110639,9
334643,INV-00334643,2019-07-07,zadovoljavajuće,110639,9
334644,INV-00334644,2018-08-11,odlično,110639,9
334645,INV-00334645,2018-04-08,dobro,110639,9
334646,INV-00334646,2018-09-29,odlično,110639,9
334647,INV-00334647,2019-10-02,dobro,110639,9
334648,INV-00334648,2017-11-07,dobro,110639,12
334649,INV-00334649,2017-12-27,odlično,110639,12
334650,INV-00334650,2017-09-12,odlično,110639,12
334651,INV-00334651,2018-06-05,dobro,110639,12
334652,INV-00334652,2017-06-16,dobro,110639,12
334653,INV-00334653,2018-12-10,odlično,110639,12
334654,INV-00334654,2017-10-16,odlično,110639,12
334655,INV-00334655,2018-01-03,zadovoljavajuće,110639,12
334656,INV-00334656,2018-04-15,odlično,110639,12
334657,INV-00334657,2019-07-15,oštećeno,110639,12
334658,INV-00334658,2018-07-11,zadovoljavajuće,110639,15
334659,INV-00334659,2017-11-24,odlično,110639,15
334660,INV-00334660,2016-12-08,odlično,110639,15
334661,INV-00334661,2018-02-10,odlično,110639,15
334662,INV-00334662,2019-05-09,odlično,110639,15
334663,INV-00334663,2018-12-21,zadovoljavajuće,110639,15
334664,INV-00334664,2017-07-30,dobro,110654,1
334665,INV-00334665,2017-11-20,odlično,110654,1
334666,INV-00334666,2017-12-16,odlično,110654,1
334667,INV-00334667,2019-04-06,odlično,110654,1
334668,INV-00334668,2018-03-27,odlično,110654,1
334669,INV-00334669,2019-03-03,zadovoljavajuće,110654,1
334670,INV-00334670,2017-02-25,zadovoljavajuće,110654,4
334671,INV-00334671,2017-03-13,dobro,110654,4
334672,INV-00334672,2018-05-04,odlično,110654,4
334673,INV-00334673,2017-03-09,dobro,110654,7
334674,INV-00334674,2017-06-04,dobro,110654,7
334675,INV-00334675,2017-08-06,dobro,110654,10
334676,INV-00334676,2017-05-22,dobro,110654,10
334677,INV-00334677,2018-04-28,dobro,110654,10
334678,INV-00334678,2017-05-20,odlično,110654,13
334679,INV-00334679,2017-06-22,dobro,110669,1
334680,INV-00334680,2019-06-20,dobro,110669,1
334681,INV-00334681,2019-02-27,odlično,110669,1
334682,INV-00334682,2017-08-08,dobro,110669,4
334683,INV-00334683,2018-05-30,odlično,110669,4
334684,INV-00334684,2016-09-26,zadovoljavajuće,110669,7
334685,INV-00334685,2016-10-30,dobro,110669,7
334686,INV-00334686,2017-10-07,odlično,110669,7
334687,INV-00334687,2018-01-10,odlično,110669,7
334688,INV-00334688,2018-01-16,odlično,110669,7
334689,INV-00334689,2018-02-12,dobro,110669,10
334690,INV-00334690,2017-11-15,odlično,110669,10
