primerak_id,inventarski_broj,datum_nabavke,fizicko_stanje,publikacija_id,odeljenje_id
478040,INV-00478040,2018-01-11,odlično,159060,1
478041,INV-00478041,2019-10-02,odlično,159060,1
478042,INV-00478042,2017-05-09,dobro,159060,4
478043,INV-00478043,2018-07-23,dobro,159060,4
478044,INV-00478044,2017-01-31,odlično,159060,4
478045,INV-00478045,2019-02-06,odlično,159060,7
478046,INV-00478046,2017-07-03,dobro,159060,10
478047,INV-00478047,2018-11-08,odlično,159060,10
478048,INV-00478048,2018-05-05,dobro,159060,10
478049,INV-00478049,2019-08-15,odlično,159060,10
478050,INV-00478050,2017-03-29,dobro,159060,13
478051,INV-00478051,2018-08-09,dobro,159060,13
478052,INV-00478052,2017-11-01,odlično,159065,3
478053,INV-00478053,2018-01-06,zadovoljavajuće,159065,3
478054,INV-00478054,2018-03-20,zadovoljavajuće,159065,3
478055,INV-00478055,2016-07-13,odlično,159065,6
478056,INV-00478056,2017-07-16,zadovoljavajuće,159065,6
478057,INV-00478057,2018-07-09,odlično,159065,6
478058,INV-00478058,2018-02-14,zadovoljavajuće,159065,6
478059,INV-00478059,2017-01-20,dobro,159065,9
478060,INV-00478060,2017-12-18,odlično,159065,12
478061,INV-00478061,2017-11-17,dobro,159067,1
478062,INV-00478062,2016-09-11,odlično,159067,4
478063,INV-00478063,2017-12-04,odlično,159067,4
478064,INV-00478064,2017-06-19,odlično,159067,4
478065,INV-00478065,2019-04-02,odlično,159067,7
478066,INV-00478066,2017-01-21,odlično,159067,10
478067,INV-00478067,2017-05-19,odlično,159067,13
478068,INV-00478068,2017-08-13,odlično,159067,13
478069,INV-00478069,2018-02-27,dobro,159067,13
478070,INV-00478070,2016-05-11,dobro,159075,1
478071,INV-00478071,2016-12-30,odlično,159075,1
478072,INV-00478072,2017-03-01,dobro,159075,1
478073,INV-00478073,2018-09-25,odlično,159075,1
478074,INV-00478074,2018-11-25,odlično,159075,1
478075,INV-00478075,2018-05-27,dobro,159075,1
478076,INV-00478076,2017-12-17,zadovoljavajuće,159075,1
478077,INV-00478077,2017-06-09,zadovoljavajuće,159075,1
478078,INV-00478078,2018-10-20,odlično,159075,1
478079,INV-00478079,2017-11-02,odlično,159075,1
478080,INV-00478080,2018-06-06,odlično,159075,1
478081,INV-00478081,2018-06-02,odlično,159075,4
478082,INV-00478082,2017-12-13,odlično,159075,4
478083,INV-00478083,2018-07-15,dobro,159075,4
478084,INV-00478084,2017-07-08,dobro,159075,4
478085,INV-00478085,2019-01-06,odlično,159075,4
478086,INV-00478086,2019-04-15,odlično,159075,4
478087,INV-00478087,2018-05-26,odlično,159075,7
478088,INV-00478088,2018-01-12,dobro,159075,7
478089,INV-00478089,2018-01-20,dobro,159075,7
478090,INV-00478090,2019-03-02,odlično,159075,7
478091,INV-00478091,2019-02-26,dobro,159075,7
478092,INV-00478092,2018-11-10,odlično,159075,7
478093,INV-00478093,2018-06-14,odlično,159075,7
478094,INV-00478094,2018-08-17,odlično,159075,10
478095,INV-00478095,2018-05-25,odlično,159075,10
478096,INV-00478096,2017-09-16,dobro,159075,10
478097,INV-00478097,2017-12-29,zadovoljavajuće,159075,10
478098,INV-00478098,2017-11-24,odlično,159075,13
478099,INV-00478099,2017-08-25,odlično,159079,1
478100,INV-00478100,2017-12-18,dobro,159079,1
478101,INV-00478101,2018-06-23,dobro,159079,1
478102,INV-00478102,2016-10-15,dobro,159079,4
478103,INV-00478103,2016-12-27,odlično,159079,7
478104,INV-00478104,2019-03-14,odlično,159079,7
478105,INV-00478105,2018-07-10,odlično,159079,7
478106,INV-00478106,2018-01-19,odlično,159079,13
478107,INV-00478107,2019-02-21,odlično,159079,13
478108,INV-00478108,2017-07-17,dobro,159081,1
478109,INV-00478109,2017-08-08,odlično,159081,1
478110,INV-00478110,2016-10-31,dobro,159081,1
478111,INV-00478111,2018-06-08,dobro,159081,1
478112,INV-00478112,2017-10-08,dobro,159081,1
478113,INV-00478113,2018-08-26,odlično,159081,1
478114,INV-00478114,2018-09-16,dobro,159081,1
478115,INV-00478115,2017-08-29,dobro,159081,1
478116,INV-00478116,2018-11-01,odlično,159081,1
478117,INV-00478117,2019-02-03,odlično,159081,1
478118,INV-00478118,2018-09-07,dobro,159081,1
478119,INV-00478119,2016-08-06,odlično,159081,4
478120,INV-00478120,2017-05-23,odlično,159081,4
478121,INV-00478121,2016-05-04,odlično,159081,4
478122,INV-00478122,2017-12-31,odlično,159081,4
478123,INV-00478123,2017-01-01,odlično,159081,4
478124,INV-00478124,2017-12-29,odlično,159081,4
478125,INV-00478125,2016-07-22,odlično,159081,4
478126,INV-00478126,2017-05-18,odlično,159081,4
478127,INV-00478127,2017-08-16,dobro,159081,7
478128,INV-00478128,2017-06-08,odlično,159081,7
478129,INV-00478129,2017-06-17,odlično,159081,7
478130,INV-00478130,2018-09-05,dobro,159081,7
478131,INV-00478131,2017-10-10,dobro,159081,10
478132,INV-00478132,2017-08-10,dobro,159081,10
478133,INV-00478133,2016-07-15,oštećeno,159081,10
478134,INV-00478134,2016-08-20,dobro,159081,10
478135,INV-00478135,2016-04-08,odlično,159081,13
478136,INV-00478136,2017-12-27,zadovoljavajuće,159081,13
478137,INV-00478137,2018-07-21,dobro,159081,13
478138,INV-00478138,2017-07-01,dobro,159081,13
478139,INV-00478139,2017-01-27,dobro,159083,1
478140,INV-00478140,2018-04-08,odlično,159083,1
478141,INV-00478141,2018-08-30,dobro,159083,1
478142,INV-00478142,2017-03-02,zadovoljavajuće,159083,4
478143,INV-00478143,2018-05-20,odlično,159083,4
478144,INV-00478144,2017-02-03,dobro,159083,7
478145,INV-00478145,2019-04-05,odlično,159083,7
478146,INV-00478146,2017-04-09,dobro,159083,13
478147,INV-00478147,2017-12-03,odlično,159084,1
478148,INV-00478148,2018-06-20,odlično,159084,1
478149,INV-00478149,2016-12-29,zadovoljavajuće,159084,1
478150,INV-00478150,2017-12-02,odlično,159084,1
478151,INV-00478151,2019-02-16,dobro,159084,1
478152,INV-00478152,2019-06-13,dobro,159084,1
478153,INV-00478153,2016-05-30,zadovoljavajuće,159084,4
478154,INV-00478154,2018-04-01,dobro,159084,4
478155,INV-00478155,2018-05-28,odlično,159084,4
478156,INV-00478156,2017-10-29,odlično,159084,7
478157,INV-00478157,2016-10-16,odlično,159084,7
478158,INV-00478158,2016-09-23,odlično,159084,7
478159,INV-00478159,2017-08-08,dobro,159084,10
478160,INV-00478160,2017-07-15,dobro,159084,13
478161,INV-00478161,2016-05-23,dobro,159086,3
478162,INV-00478162,2016-12-19,odlično,159086,3
478163,INV-00478163,2017-02-16,zadovoljavajuće,159086,3
478164,INV-00478164,2017-02-13,odlično,159086,3
478165,INV-00478165,2018-02-18,odlično,159086,3
478166,INV-00478166,2018-07-22,odlično,159086,3
478167,INV-00478167,2017-03-05,zadovoljavajuće,159086,3
478168,INV-00478168,2017-07-19,dobro,159086,3
478169,INV-00478169,2017-10-21,dobro,159086,3
478170,INV-00478170,2018-05-15,odlično,159086,3
478171,INV-00478171,2017-10-02,oštećeno,159086,3
478172,INV-00478172,2018-04-09,odlično,159086,3
