primerak_id,inventarski_broj,datum_nabavke,fizicko_stanje,publikacija_id,odeljenje_id
47805,INV-00047805,2018-06-20,dobro,16943,2
47806,INV-00047806,2018-01-15,dobro,16943,2
47807,INV-00047807,2019-02-22,odlično,16943,2
47808,INV-00047808,2018-03-28,odlično,16943,2
47809,INV-00047809,2018-07-23,dobro,16943,2
47810,INV-00047810,2019-01-06,odlično,16943,2
47811,INV-00047811,2018-05-29,odlično,16943,2
47812,INV-00047812,2018-09-07,dobro,16943,2
47813,INV-00047813,2019-02-21,dobro,16943,2
47814,INV-00047814,2018-09-30,odlično,16943,2
47815,INV-00047815,2017-04-02,oštećeno,16943,5
47816,INV-00047816,2017-11-25,dobro,16943,5
47817,INV-00047817,2017-06-06,odlično,16943,5
47818,INV-00047818,2017-02-07,zadovoljavajuće,16943,5
47819,INV-00047819,2016-11-13,dobro,16943,5
47820,INV-00047820,2017-11-16,odlično,16943,5
47821,INV-00047821,2016-08-18,odlično,16943,5
47822,INV-00047822,2017-08-17,odlično,16943,5
47823,INV-00047823,2017-05-02,odlično,16943,5
47824,INV-00047824,2016-07-27,odlično,16943,5
47825,INV-00047825,2016-07-26,odlično,16943,5
47826,INV-00047826,2017-07-07,dobro,16943,5
47827,INV-00047827,2018-02-17,odlično,16943,5
47828,INV-00047828,2017-09-27,dobro,16943,5
47829,INV-00047829,2018-07-16,odlično,16943,5
47830,INV-00047830,2017-08-03,zadovoljavajuće,16943,5
47831,INV-00047831,2017-06-03,odlično,16943,5
47832,INV-00047832,2017-03-02,odlično,16943,5
47833,INV-00047833,2017-07-17,odlično,16943,5
47834,INV-00047834,2018-03-09,zadovoljavajuće,16943,5
47835,INV-00047835,2018-01-12,dobro,16943,5
47836,INV-00047836,2018-09-02,dobro,16943,5
47837,INV-00047837,2017-02-16,zadovoljavajuće,16943,5
47838,INV-00047838,2018-07-07,oštećeno,16943,5
47839,INV-00047839,2018-06-14,odlično,16943,5
47840,INV-00047840,2018-04-13,zadovoljavajuće,16943,5
47841,INV-00047841,2018-01-30,odlično,16943,5
47842,INV-00047842,2017-06-07,odlično,16943,5
