primerak_id,inventarski_broj,datum_nabavke,fizicko_stanje,publikacija_id,odeljenje_id
143413,INV-00143413,2018-03-16,odlično,47906,11
143414,INV-00143414,2017-10-07,odlično,47906,11
143415,INV-00143415,2017-10-30,dobro,47906,11
143416,INV-00143416,2018-06-25,dobro,47906,11
143417,INV-00143417,2017-05-28,odlično,47906,11
143418,INV-00143418,2017-06-23,dobro,47906,11
143419,INV-00143419,2018-04-08,odlično,47906,11
143420,INV-00143420,2017-09-01,odlično,47906,14
143421,INV-00143421,2018-09-25,odlično,47906,14
143422,INV-00143422,2017-07-02,dobro,47906,14
143423,INV-00143423,2018-06-11,oštećeno,47906,14
143424,INV-00143424,2018-05-20,dobro,47906,14
143425,INV-00143425,2018-12-07,dobro,47906,14
143426,INV-00143426,2018-10-09,zadovoljavajuće,47906,14
143427,INV-00143427,2018-03-18,zadovoljavajuće,47906,14
143428,INV-00143428,2017-12-15,zadovoljavajuće,47910,1
143429,INV-00143429,2017-02-25,dobro,47910,1
143430,INV-00143430,2019-03-06,oštećeno,47910,1
143431,INV-00143431,2017-09-13,dobro,47910,4
143432,INV-00143432,2016-09-28,dobro,47910,4
143433,INV-00143433,2017-10-11,zadovoljavajuće,47910,4
143434,INV-00143434,2018-12-16,zadovoljavajuće,47910,4
143435,INV-00143435,2017-08-22,odlično,47910,7
143436,INV-00143436,2017-04-17,oštećeno,47910,7
143437,INV-00143437,2017-09-08,dobro,47910,10
143438,INV-00143438,2017-04-22,odlično,47910,10
143439,INV-00143439,2017-09-14,odlično,47910,13
143440,INV-00143440,2017-02-16,odlično,47918,1
143441,INV-00143441,2017-07-25,zadovoljavajuće,47918,1
143442,INV-00143442,2018-09-13,oštećeno,47918,1
143443,INV-00143443,2018-05-20,dobro,47918,1
143444,INV-00143444,2016-05-20,dobro,47918,4
143445,INV-00143445,2016-11-16,dobro,47918,4
143446,INV-00143446,2019-03-21,odlično,47918,7
143447,INV-00143447,2018-12-27,odlično,47918,10
143448,INV-00143448,2017-02-14,odlično,47926,1
143449,INV-00143449,2018-01-11,odlično,47926,1
143450,INV-00143450,2017-11-10,odlično,47926,1
143451,INV-00143451,2017-01-24,odlično,47926,4
143452,INV-00143452,2017-12-10,odlično,47926,4
143453,INV-00143453,2019-07-20,dobro,47926,4
143454,INV-00143454,2017-03-25,odlično,47926,7
143455,INV-00143455,2018-07-20,odlično,47926,7
143456,INV-00143456,2016-11-22,dobro,47936,1
143457,INV-00143457,2016-05-03,odlično,47936,1
