pozajmica_id,datum_pozajmice,rok_vracanja,datum_vracanja,clan_id,primerak_id,status_pozajmice_id
1255177,2019-10-16,2019-11-06,2019-11-09,39182,775488,1
1255178,2019-10-16,2019-11-06,,39392,376633,3
1255179,2019-10-16,2019-11-06,,39401,627751,3
1255180,2019-10-16,2019-11-06,2019-11-11,39432,300341,1
1255181,2019-10-16,2019-11-06,,39445,467426,3
1255182,2019-10-16,2019-11-06,,39508,145578,3
1255183,2019-10-16,2019-11-06,,39518,170623,3
1255184,2019-10-16,2019-11-06,,39660,123445,3
1255185,2019-10-16,2019-11-06,,39784,88520,3
1255186,2019-10-16,2019-11-06,2019-11-13,39786,529902,1
1255187,2019-10-16,2019-11-06,2019-10-29,39819,892636,1
1255188,2019-10-16,2019-11-06,,40138,652885,3
1255189,2019-10-16,2019-11-06,,40154,275454,3
1255190,2019-10-16,2019-11-06,,40288,125005,3
1255191,2019-10-16,2019-11-06,,40404,186363,3
1255192,2019-10-16,2019-11-06,,40455,184116,3
1255193,2019-10-16,2019-11-06,2019-11-16,40581,528489,1
1255194,2019-10-16,2019-11-06,,40610,536073,3
1255195,2019-10-16,2019-11-06,2019-11-14,40637,288159,1
1255196,2019-10-16,2019-11-06,,40861,484171,3
1255197,2019-10-16,2019-11-06,2019-10-29,40908,21918,1
1255198,2019-10-16,2019-11-06,,40908,114357,3
1255199,2019-10-16,2019-11-06,,40908,311162,3
1255200,2019-10-16,2019-11-06,,40908,408168,3
1255201,2019-10-16,2019-11-06,,40908,439304,3
1255202,2019-10-16,2019-11-06,,40908,671364,3
1255203,2019-10-16,2019-11-06,,40908,704146,3
1255204,2019-10-16,2019-11-06,2019-11-07,40908,825235,1
1255205,2019-10-16,2019-11-06,,40932,582972,3
1255206,2019-10-16,2019-11-06,,41102,892158,3
1255207,2019-10-16,2019-11-06,,41349,634064,3
1255208,2019-10-16,2019-11-06,2019-11-13,41536,757956,1
1255209,2019-10-16,2019-11-06,,41647,202515,3
1255210,2019-10-16,2019-11-06,,41664,128099,3
1255211,2019-10-16,2019-11-06,,41957,395403,3
1255212,2019-10-16,2019-11-06,,41991,774900,3
1255213,2019-10-16,2019-11-06,2019-11-07,42118,4434,1
1255214,2019-10-16,2019-11-06,,42198,702506,3
1255215,2019-10-16,2019-11-06,2019-10-31,42228,55382,1
1255216,2019-10-16,2019-11-06,2019-11-16,42228,57758,1
1255217,2019-10-16,2019-11-06,2019-11-07,42228,868855,1
1255218,2019-10-16,2019-11-06,2019-11-03,42294,606155,1
1255219,2019-10-16,2019-11-06,,42335,13802,3
1255220,2019-10-16,2019-11-06,,42336,519547,3
1255221,2019-10-16,2019-11-06,,42594,508755,3
1255222,2019-10-16,2019-11-06,2019-10-29,43013,51233,1
1255223,2019-10-16,2019-11-06,2019-11-11,43103,916824,1
1255224,2019-10-16,2019-11-06,,43121,452604,3
1255225,2019-10-16,2019-11-06,,43209,354220,3
1255226,2019-10-16,2019-11-06,2019-11-10,43209,757978,1
1255227,2019-10-16,2019-11-06,,43209,867954,3
1255228,2019-10-16,2019-11-06,,43304,737791,3
1255229,2019-10-16,2019-11-06,2019-11-10,43322,850317,1
1255230,2019-10-16,2019-11-06,2019-11-04,43322,887270,1
1255231,2019-10-16,2019-11-06,2019-11-01,43347,141326,1
1255232,2019-10-16,2019-11-06,2019-11-07,43347,835181,1
1255233,2019-10-16,2019-11-06,,43443,54528,3
1255234,2019-10-16,2019-11-06,2019-11-10,43443,133170,1
1255235,2019-10-16,2019-11-06,2019-11-03,43443,179895,1
1255236,2019-10-16,2019-11-06,,43443,232079,3
1255237,2019-10-16,2019-11-06,2019-11-07,43443,240031,1
1255238,2019-10-16,2019-11-06,2019-11-07,43443,336139,1
1255239,2019-10-16,2019-11-06,2019-11-14,43443,442598,1
1255240,2019-10-16,2019-11-06,2019-11-09,43443,460379,1
1255241,2019-10-16,2019-11-06,2019-11-05,43443,492569,1
1255242,2019-10-16,2019-11-06,2019-11-02,43443,565655,1
1255243,2019-10-16,2019-11-06,2019-11-18,43443,757355,1
1255244,2019-10-16,2019-11-06,2019-11-12,43443,768298,1
1255245,2019-10-16,2019-11-06,2019-11-16,43443,933505,1
