pozajmica_id,datum_pozajmice,rok_vracanja,datum_vracanja,clan_id,primerak_id,status_pozajmice_id
1110349,2019-08-02,2019-08-23,2019-08-25,134730,506573,1
1110350,2019-08-02,2019-08-23,,135027,900696,3
1110351,2019-08-02,2019-08-23,2019-08-13,135139,239916,1
1110352,2019-08-02,2019-08-23,,135139,715732,3
1110353,2019-08-02,2019-08-23,,135179,778354,3
1110354,2019-08-02,2019-08-23,,135214,792336,3
1110355,2019-08-02,2019-08-23,,135242,402123,3
1110356,2019-08-02,2019-08-23,,135292,328130,3
1110357,2019-08-02,2019-08-23,2019-08-20,135311,659301,1
1110358,2019-08-02,2019-08-23,2019-08-15,135421,526894,1
1110359,2019-08-02,2019-08-23,2019-08-26,135634,446670,1
1110360,2019-08-02,2019-08-23,,135660,558468,3
1110361,2019-08-02,2019-08-23,2019-08-18,135862,911877,1
1110362,2019-08-02,2019-08-23,,135865,948888,3
1110363,2019-08-02,2019-08-23,2019-08-31,136022,549978,1
1110364,2019-08-02,2019-08-23,2019-08-31,136226,108038,1
1110365,2019-08-02,2019-08-23,,136576,242465,3
1110366,2019-08-02,2019-08-23,,136576,331050,3
1110367,2019-08-02,2019-08-23,,136576,735278,3
1110368,2019-08-02,2019-08-23,,136818,549377,3
1110369,2019-08-02,2019-08-23,2019-08-27,137279,196799,1
1110370,2019-08-02,2019-08-23,,137564,201623,3
1110371,2019-08-02,2019-08-23,,137564,259736,3
1110372,2019-08-02,2019-08-23,2019-09-01,137564,874989,1
1110373,2019-08-02,2019-08-23,,137564,909123,3
1110374,2019-08-02,2019-08-23,,137566,695488,3
1110375,2019-08-02,2019-08-23,,137615,724509,3
1110376,2019-08-02,2019-08-23,,137823,705930,3
1110377,2019-08-02,2019-08-23,,137928,736377,3
1110378,2019-08-02,2019-08-23,,137974,571339,3
1110379,2019-08-02,2019-08-23,2019-08-28,138008,318528,1
1110380,2019-08-02,2019-08-23,,138013,95223,3
1110381,2019-08-02,2019-08-23,,138013,387667,3
1110382,2019-08-02,2019-08-23,,138013,450915,3
1110383,2019-08-02,2019-08-23,2019-08-16,138013,930917,1
1110384,2019-08-02,2019-08-23,,138048,723987,3
1110385,2019-08-02,2019-08-23,2019-08-13,138048,810236,1
1110386,2019-08-02,2019-08-23,2019-08-21,138223,927033,1
1110387,2019-08-02,2019-08-23,,138253,581101,3
1110388,2019-08-02,2019-08-23,,138439,444439,3
1110389,2019-08-02,2019-08-23,,138525,703364,3
1110390,2019-08-02,2019-08-23,,138711,509476,3
1110391,2019-08-02,2019-08-23,2019-08-19,138711,922148,1
1110392,2019-08-02,2019-08-23,,138721,665457,3
1110393,2019-08-02,2019-08-23,,138735,125687,3
1110394,2019-08-02,2019-08-23,,138776,19032,3
1110395,2019-08-02,2019-08-23,2019-08-19,138890,487724,1
1110396,2019-08-02,2019-08-23,2019-08-21,139033,940504,1
1110397,2019-08-02,2019-08-23,2019-08-21,139121,552081,1
1110398,2019-08-02,2019-08-23,,139141,792830,3
1110399,2019-08-02,2019-08-23,,139203,58978,3
1110400,2019-08-02,2019-08-23,,139203,621461,3
1110401,2019-08-02,2019-08-23,,139205,122578,3
1110402,2019-08-02,2019-08-23,,139307,530816,3
1110403,2019-08-02,2019-08-23,,139397,134259,3
1110404,2019-08-02,2019-08-23,,139397,167937,3
1110405,2019-08-02,2019-08-23,,139397,696066,3
1110406,2019-08-02,2019-08-23,,139479,708524,3
1110407,2019-08-02,2019-08-23,,139641,849415,3
1110408,2019-08-02,2019-08-23,2019-08-24,139902,4309,1
1110409,2019-08-02,2019-08-23,2019-08-17,139902,710324,1
1110410,2019-08-02,2019-08-23,2019-08-16,139902,730599,1
1110411,2019-08-02,2019-08-23,2019-08-14,139902,857154,1
1110412,2019-08-02,2019-08-23,,140015,716683,3
1110413,2019-08-02,2019-08-23,,140027,328131,3
1110414,2019-08-02,2019-08-23,,140058,58266,3
1110415,2019-08-02,2019-08-23,2019-08-29,140270,454658,1
1110416,2019-08-02,2019-08-23,,140294,205568,3
1110417,2019-08-02,2019-08-23,,140311,697266,3
1110418,2019-08-02,2019-08-23,2019-08-28,140338,323940,1
1110419,2019-08-02,2019-08-23,2019-08-18,140433,355077,1
1110420,2019-08-02,2019-08-23,2019-08-29,140575,253253,1
1110421,2019-08-02,2019-08-23,,140735,620520,3
1110422,2019-08-02,2019-08-23,,140750,368632,3
1110423,2019-08-02,2019-08-23,,140808,101822,3
1110424,2019-08-02,2019-08-23,2019-08-17,140808,455506,1
1110425,2019-08-02,2019-08-23,,140808,864381,3
1110426,2019-08-02,2019-08-23,,140836,688353,3
1110427,2019-08-02,2019-08-23,,140958,251254,3
1110428,2019-08-02,2019-08-23,,140982,106638,3
1110429,2019-08-02,2019-08-23,,140982,567441,3
1110430,2019-08-02,2019-08-23,,140982,671627,3
1110431,2019-08-02,2019-08-23,,140982,741656,3
1110432,2019-08-02,2019-08-23,,140982,765201,3
1110433,2019-08-02,2019-08-23,,140994,761981,3
1110434,2019-08-02,2019-08-23,2019-08-21,141124,842621,1
1110435,2019-08-02,2019-08-23,2019-08-26,141474,51122,1
1110436,2019-08-02,2019-08-23,2019-08-27,141527,301914,1
1110437,2019-08-02,2019-08-23,2019-08-14,141535,45708,1
1110438,2019-08-02,2019-08-23,2019-08-17,141535,98252,1
1110439,2019-08-02,2019-08-23,2019-08-12,141535,325846,1
1110440,2019-08-02,2019-08-23,2019-08-17,141535,586603,1
1110441,2019-08-02,2019-08-23,2019-08-20,141535,620492,1
1110442,2019-08-02,2019-08-23,2019-08-17,141535,711192,1
1110443,2019-08-02,2019-08-23,2019-08-12,141535,763523,1
1110444,2019-08-02,2019-08-23,2019-08-24,141535,844530,1
1110445,2019-08-02,2019-08-23,2019-08-21,141535,875828,1
1110446,2019-08-02,2019-08-23,2019-08-28,141535,928747,1
1110447,2019-08-02,2019-08-23,2019-09-02,141727,15125,1
1110448,2019-08-02,2019-08-23,2019-09-01,141727,414671,1
1110449,2019-08-02,2019-08-23,,141826,536592,3
1110450,2019-08-02,2019-08-23,,142163,789983,3
1110451,2019-08-02,2019-08-23,,142270,620194,3
1110452,2019-08-02,2019-08-23,,142302,659109,3
1110453,2019-08-02,2019-08-23,,142419,540120,3
1110454,2019-08-02,2019-08-23,2019-08-30,142574,4856,1
1110455,2019-08-02,2019-08-23,,142675,397419,3
1110456,2019-08-02,2019-08-23,,142878,595423,3
1110457,2019-08-02,2019-08-23,2019-08-29,142904,453703,1
1110458,2019-08-02,2019-08-23,,142917,254598,3
1110459,2019-08-02,2019-08-23,,143076,580631,3
1110460,2019-08-02,2019-08-23,,143319,199896,3
1110461,2019-08-02,2019-08-23,,143346,517698,3
1110462,2019-08-02,2019-08-23,2019-08-23,143442,259437,1
1110463,2019-08-02,2019-08-23,2019-08-22,143456,74171,1
1110464,2019-08-02,2019-08-23,,143456,401857,3
1110465,2019-08-02,2019-08-23,,143534,584576,3
1110466,2019-08-02,2019-08-23,,143534,743361,3
1110467,2019-08-02,2019-08-23,2019-08-13,143590,951800,1
1110468,2019-08-02,2019-08-23,2019-08-14,143636,265026,1
1110469,2019-08-02,2019-08-23,2019-08-17,143713,354770,1
1110470,2019-08-02,2019-08-23,,143823,93227,3
1110471,2019-08-02,2019-08-23,2019-08-26,143845,732837,1
1110472,2019-08-02,2019-08-23,,144093,194063,3
1110473,2019-08-02,2019-08-23,,144155,217950,3
1110474,2019-08-02,2019-08-23,,144224,570530,3
1110475,2019-08-02,2019-08-23,2019-08-25,144302,512076,1
1110476,2019-08-02,2019-08-23,,144302,521274,3
1110477,2019-08-02,2019-08-23,2019-08-19,144302,946206,1
1110478,2019-08-02,2019-08-23,,144359,72951,3
1110479,2019-08-02,2019-08-23,2019-08-15,144473,527950,1
1110480,2019-08-02,2019-08-23,2019-08-20,144650,608455,1
1110481,2019-08-02,2019-08-23,2019-08-27,144670,647813,1
1110482,2019-08-02,2019-08-23,2019-08-13,144677,36931,1
1110483,2019-08-02,2019-08-23,,145320,386741,3
1110484,2019-08-02,2019-08-23,,145375,58431,3
1110485,2019-08-02,2019-08-23,2019-08-21,145483,119031,1
1110486,2019-08-02,2019-08-23,2019-08-31,145620,795470,1
1110487,2019-08-02,2019-08-23,,145789,458573,3
1110488,2019-08-02,2019-08-23,,145986,76871,3
1110489,2019-08-02,2019-08-23,,145986,87790,3
1110490,2019-08-02,2019-08-23,,146444,193096,3
1110491,2019-08-02,2019-08-23,2019-08-21,146628,480051,1
1110492,2019-08-02,2019-08-23,,146680,192284,3
1110493,2019-08-02,2019-08-23,2019-08-31,146776,376506,1
1110494,2019-08-02,2019-08-23,,146776,665320,3
1110495,2019-08-02,2019-08-23,2019-08-24,147590,77155,1
1110496,2019-08-02,2019-08-23,,147590,761393,3
1110497,2019-08-02,2019-08-23,,147591,209235,3
1110498,2019-08-02,2019-08-23,,147709,99037,3
1110499,2019-08-02,2019-08-23,2019-08-21,147922,559069,1
1110500,2019-08-02,2019-08-23,,148070,705922,3
1110501,2019-08-02,2019-08-23,,148227,248134,3
1110502,2019-08-02,2019-08-23,,148312,31311,3
1110503,2019-08-02,2019-08-23,2019-08-29,148388,598581,1
1110504,2019-08-02,2019-08-23,2019-08-19,148503,527278,1
1110505,2019-08-02,2019-08-23,,148625,146816,3
1110506,2019-08-02,2019-08-23,,148740,847377,3
