pozajmica_id,datum_pozajmice,rok_vracanja,datum_vracanja,clan_id,primerak_id,status_pozajmice_id
1013797,2019-06-14,2019-07-05,2019-06-28,113235,504330,1
1013798,2019-06-14,2019-07-05,,113346,885310,3
1013799,2019-06-14,2019-07-05,,113364,855493,3
1013800,2019-06-14,2019-07-05,,113364,941406,3
1013801,2019-06-14,2019-07-05,2019-07-11,113504,570761,1
1013802,2019-06-14,2019-07-05,2019-07-07,113504,691569,1
1013803,2019-06-14,2019-07-05,,113647,605,3
1013804,2019-06-14,2019-07-05,2019-06-27,113742,796232,1
1013805,2019-06-14,2019-07-05,,113844,138313,3
1013806,2019-06-14,2019-07-05,2019-07-02,114024,815968,1
1013807,2019-06-14,2019-07-05,,114149,482420,3
1013808,2019-06-14,2019-07-05,2019-07-07,114221,177237,1
1013809,2019-06-14,2019-07-05,,114304,824421,3
1013810,2019-06-14,2019-07-05,,114388,148514,3
1013811,2019-06-14,2019-07-05,2019-07-01,114472,560056,1
1013812,2019-06-14,2019-07-05,,114502,579757,3
1013813,2019-06-14,2019-07-05,,114502,871395,3
1013814,2019-06-14,2019-07-05,2019-07-12,114513,212184,1
1013815,2019-06-14,2019-07-05,,114611,36397,3
1013816,2019-06-14,2019-07-05,,114612,394403,3
1013817,2019-06-14,2019-07-05,,114612,869624,3
1013818,2019-06-14,2019-07-05,2019-07-12,114625,61134,1
1013819,2019-06-14,2019-07-05,,114686,659652,3
1013820,2019-06-14,2019-07-05,2019-07-12,114833,489752,1
1013821,2019-06-14,2019-07-05,2019-07-12,114845,854678,1
1013822,2019-06-14,2019-07-05,,114856,11479,3
1013823,2019-06-14,2019-07-05,2019-07-07,114998,65072,1
1013824,2019-06-14,2019-07-05,,115055,371798,3
1013825,2019-06-14,2019-07-05,,115290,583568,3
1013826,2019-06-14,2019-07-05,,115290,637190,3
1013827,2019-06-14,2019-07-05,,115290,894188,3
1013828,2019-06-14,2019-07-05,,115335,369914,3
1013829,2019-06-14,2019-07-05,,115336,596750,3
1013830,2019-06-14,2019-07-05,,115604,102981,3
1013831,2019-06-14,2019-07-05,,115662,244055,3
1013832,2019-06-14,2019-07-05,,115690,638395,3
1013833,2019-06-14,2019-07-05,2019-06-28,115795,448270,1
1013834,2019-06-14,2019-07-05,2019-06-29,115804,515760,1
1013835,2019-06-14,2019-07-05,,116066,846917,3
1013836,2019-06-14,2019-07-05,,116119,475684,3
1013837,2019-06-14,2019-07-05,2019-07-02,116242,452284,1
1013838,2019-06-14,2019-07-05,,116242,808851,3
1013839,2019-06-14,2019-07-05,2019-07-03,116281,28285,1
1013840,2019-06-14,2019-07-05,2019-07-10,116290,634835,1
1013841,2019-06-14,2019-07-05,,116391,908370,3
