pozajmica_id,datum_pozajmice,rok_vracanja,datum_vracanja,clan_id,primerak_id,status_pozajmice_id
386209,2018-07-26,2018-08-16,2018-08-11,157842,865502,1
386210,2018-07-26,2018-08-16,,157904,649378,3
386211,2018-07-26,2018-08-16,,158052,10595,3
386212,2018-07-26,2018-08-16,,158052,50524,3
386213,2018-07-26,2018-08-16,,158052,70721,3
386214,2018-07-26,2018-08-16,,158052,257325,3
386215,2018-07-26,2018-08-16,,158052,488568,3
386216,2018-07-26,2018-08-16,,158052,517895,3
386217,2018-07-26,2018-08-16,2018-08-14,158052,586580,1
386218,2018-07-26,2018-08-16,2018-08-19,158052,614668,1
386219,2018-07-26,2018-08-16,,158052,729236,3
386220,2018-07-26,2018-08-16,,158277,195723,3
386221,2018-07-26,2018-08-16,,158304,759315,3
386222,2018-07-26,2018-08-16,2018-08-24,158328,303632,1
386223,2018-07-26,2018-08-16,2018-08-16,158356,512780,1
386224,2018-07-26,2018-08-16,2018-08-23,158356,551280,1
386225,2018-07-26,2018-08-16,2018-08-11,158400,246115,1
386226,2018-07-26,2018-08-16,,158545,141806,3
386227,2018-07-26,2018-08-16,2018-08-14,158564,148906,1
386228,2018-07-26,2018-08-16,2018-08-23,158615,211354,1
386229,2018-07-26,2018-08-16,2018-08-16,158666,754918,1
386230,2018-07-26,2018-08-16,,159029,10367,3
386231,2018-07-26,2018-08-16,2018-08-26,159029,56644,1
386232,2018-07-26,2018-08-16,,159029,239925,3
386233,2018-07-26,2018-08-16,2018-08-11,159029,366037,1
386234,2018-07-26,2018-08-16,,159029,370738,3
386235,2018-07-26,2018-08-16,2018-08-17,159029,416967,1
386236,2018-07-26,2018-08-16,2018-08-15,159029,513720,1
386237,2018-07-26,2018-08-16,,159050,190612,3
386238,2018-07-26,2018-08-16,,159050,192964,3
386239,2018-07-26,2018-08-16,,159050,233330,3
386240,2018-07-26,2018-08-16,2018-08-14,159050,334459,1
386241,2018-07-26,2018-08-16,,159050,407668,3
386242,2018-07-26,2018-08-16,,159050,462946,3
386243,2018-07-26,2018-08-16,,159050,542230,3
386244,2018-07-26,2018-08-16,2018-08-15,159050,771015,1
386245,2018-07-26,2018-08-16,,159050,847627,3
386246,2018-07-26,2018-08-16,,159050,852995,3
386247,2018-07-26,2018-08-16,2018-08-13,159050,919365,1
386248,2018-07-26,2018-08-16,2018-08-13,159050,926360,1
386249,2018-07-26,2018-08-16,2018-08-29,159050,946545,1
386250,2018-07-26,2018-08-16,,159240,432772,3
386251,2018-07-26,2018-08-16,,159397,535518,3
386252,2018-07-26,2018-08-16,2018-08-24,159402,217593,1
386253,2018-07-26,2018-08-16,2018-08-26,159603,933332,1
386254,2018-07-27,2018-08-17,,9,936508,3
386255,2018-07-27,2018-08-17,,49,774779,3
386256,2018-07-27,2018-08-17,,54,354364,3
386257,2018-07-27,2018-08-17,2018-08-18,83,494555,1
386258,2018-07-27,2018-08-17,,181,510013,3
386259,2018-07-27,2018-08-17,,210,579257,3
