pozajmica_id,datum_pozajmice,rok_vracanja,datum_vracanja,clan_id,primerak_id,status_pozajmice_id
1062073,2019-07-09,2019-07-30,2019-07-26,16937,273865,1
1062074,2019-07-09,2019-07-30,,16997,609562,3
1062075,2019-07-09,2019-07-30,,17012,832928,3
1062076,2019-07-09,2019-07-30,2019-08-05,17143,409342,1
1062077,2019-07-09,2019-07-30,,17277,169599,3
1062078,2019-07-09,2019-07-30,2019-08-02,17277,232179,1
1062079,2019-07-09,2019-07-30,,17356,932677,3
1062080,2019-07-09,2019-07-30,,17436,752131,3
1062081,2019-07-09,2019-07-30,,17532,91372,3
1062082,2019-07-09,2019-07-30,,17619,424803,3
1062083,2019-07-09,2019-07-30,,17619,641832,3
1062084,2019-07-09,2019-07-30,,17628,533178,3
1062085,2019-07-09,2019-07-30,,17804,315377,3
1062086,2019-07-09,2019-07-30,,17965,115252,3
1062087,2019-07-09,2019-07-30,,17965,448296,3
1062088,2019-07-09,2019-07-30,,17984,328102,3
1062089,2019-07-09,2019-07-30,2019-08-02,18145,569674,1
1062090,2019-07-09,2019-07-30,,18186,953979,3
1062091,2019-07-09,2019-07-30,2019-07-29,18212,333791,1
1062092,2019-07-09,2019-07-30,2019-08-08,18300,141294,1
1062093,2019-07-09,2019-07-30,2019-08-03,18330,677895,1
1062094,2019-07-09,2019-07-30,,18365,581178,3
1062095,2019-07-09,2019-07-30,2019-08-02,18467,475752,1
1062096,2019-07-09,2019-07-30,2019-07-29,18568,620647,1
1062097,2019-07-09,2019-07-30,,18574,454754,3
1062098,2019-07-09,2019-07-30,,18574,592278,3
1062099,2019-07-09,2019-07-30,,18603,377459,3
1062100,2019-07-09,2019-07-30,,18687,156539,3
1062101,2019-07-09,2019-07-30,,18707,73110,3
1062102,2019-07-09,2019-07-30,,18707,132211,3
1062103,2019-07-09,2019-07-30,,18707,202745,3
1062104,2019-07-09,2019-07-30,,18707,218397,3
1062105,2019-07-09,2019-07-30,2019-07-26,18707,246432,1
1062106,2019-07-09,2019-07-30,,18707,340309,3
1062107,2019-07-09,2019-07-30,,18707,345565,3
1062108,2019-07-09,2019-07-30,,18707,400670,3
1062109,2019-07-09,2019-07-30,,18707,400761,3
1062110,2019-07-09,2019-07-30,,18707,413249,3
1062111,2019-07-09,2019-07-30,,18707,443376,3
1062112,2019-07-09,2019-07-30,,18707,507770,3
1062113,2019-07-09,2019-07-30,,18707,634921,3
1062114,2019-07-09,2019-07-30,,18707,695980,3
1062115,2019-07-09,2019-07-30,2019-07-27,18707,696068,1
1062116,2019-07-09,2019-07-30,,18707,787870,3
1062117,2019-07-09,2019-07-30,,18707,810364,3
1062118,2019-07-09,2019-07-30,,18707,860943,3
1062119,2019-07-09,2019-07-30,,18707,876198,3
1062120,2019-07-09,2019-07-30,,18759,695479,3
1062121,2019-07-09,2019-07-30,,18813,360930,3
1062122,2019-07-09,2019-07-30,2019-07-30,18820,195886,1
1062123,2019-07-09,2019-07-30,2019-07-25,18931,185007,1
1062124,2019-07-09,2019-07-30,2019-08-08,18931,446619,1
1062125,2019-07-09,2019-07-30,2019-08-05,18983,432545,1
1062126,2019-07-09,2019-07-30,2019-07-31,18983,571001,1
1062127,2019-07-09,2019-07-30,2019-08-03,18983,828579,1
1062128,2019-07-09,2019-07-30,,19296,34637,3
1062129,2019-07-09,2019-07-30,,19319,690838,3
1062130,2019-07-09,2019-07-30,,19374,98263,3
1062131,2019-07-09,2019-07-30,2019-08-08,19411,495878,1
1062132,2019-07-09,2019-07-30,,19420,137916,3
1062133,2019-07-09,2019-07-30,,19449,910515,3
1062134,2019-07-09,2019-07-30,,19464,179625,3
1062135,2019-07-09,2019-07-30,,19531,254040,3
1062136,2019-07-09,2019-07-30,2019-07-22,20353,947429,1
1062137,2019-07-09,2019-07-30,,20406,105879,3
1062138,2019-07-09,2019-07-30,,20406,120349,3
1062139,2019-07-09,2019-07-30,,20406,231475,3
1062140,2019-07-09,2019-07-30,,20406,410796,3
1062141,2019-07-09,2019-07-30,,20406,418128,3
1062142,2019-07-09,2019-07-30,,20406,483642,3
1062143,2019-07-09,2019-07-30,2019-07-30,20406,495804,1
1062144,2019-07-09,2019-07-30,,20406,501164,3
1062145,2019-07-09,2019-07-30,,20406,583140,3
1062146,2019-07-09,2019-07-30,,20406,698081,3
1062147,2019-07-09,2019-07-30,,20406,709858,3
1062148,2019-07-09,2019-07-30,,20406,849850,3
1062149,2019-07-09,2019-07-30,,20406,871762,3
1062150,2019-07-09,2019-07-30,2019-07-24,20515,872179,1
1062151,2019-07-09,2019-07-30,2019-08-08,20678,830944,1
1062152,2019-07-09,2019-07-30,,20723,740014,3
1062153,2019-07-09,2019-07-30,2019-07-31,20740,819404,1
1062154,2019-07-09,2019-07-30,,20784,642280,3
1062155,2019-07-09,2019-07-30,,20796,868115,3
1062156,2019-07-09,2019-07-30,,20897,889014,3
1062157,2019-07-09,2019-07-30,,20913,531520,3
1062158,2019-07-09,2019-07-30,,20923,444666,3
1062159,2019-07-09,2019-07-30,,20931,95485,3
1062160,2019-07-09,2019-07-30,,21223,189589,3
1062161,2019-07-09,2019-07-30,,21288,809631,3
1062162,2019-07-09,2019-07-30,2019-08-01,21288,856001,1
1062163,2019-07-09,2019-07-30,,21341,483954,3
1062164,2019-07-09,2019-07-30,2019-07-30,21525,194420,1
1062165,2019-07-09,2019-07-30,,21888,405260,3
1062166,2019-07-09,2019-07-30,,21888,429658,3
1062167,2019-07-09,2019-07-30,2019-07-31,21888,460249,1
1062168,2019-07-09,2019-07-30,,21888,779950,3
1062169,2019-07-09,2019-07-30,,21937,167411,3
1062170,2019-07-09,2019-07-30,2019-07-28,22001,145859,1
1062171,2019-07-09,2019-07-30,2019-08-04,22001,343706,1
1062172,2019-07-09,2019-07-30,,22026,643977,3
1062173,2019-07-09,2019-07-30,,22071,71361,3
1062174,2019-07-09,2019-07-30,,22184,747000,3
1062175,2019-07-09,2019-07-30,,22238,573748,3
1062176,2019-07-09,2019-07-30,,22306,328622,3
1062177,2019-07-09,2019-07-30,,22318,677311,3
1062178,2019-07-09,2019-07-30,,22885,478033,3
1062179,2019-07-09,2019-07-30,2019-07-29,22935,148670,1
1062180,2019-07-09,2019-07-30,,22935,397918,3
1062181,2019-07-09,2019-07-30,2019-08-03,22935,479116,1
1062182,2019-07-09,2019-07-30,2019-08-05,22993,301206,1
1062183,2019-07-09,2019-07-30,2019-08-08,23040,163572,1
1062184,2019-07-09,2019-07-30,,23040,224808,3
1062185,2019-07-09,2019-07-30,,23040,738000,3
1062186,2019-07-09,2019-07-30,2019-08-06,23040,751428,1
1062187,2019-07-09,2019-07-30,2019-07-28,23040,854729,1
1062188,2019-07-09,2019-07-30,,23069,855515,3
1062189,2019-07-09,2019-07-30,2019-08-08,23277,213772,1
1062190,2019-07-09,2019-07-30,2019-07-31,23536,849095,1
1062191,2019-07-09,2019-07-30,,23624,550300,3
1062192,2019-07-09,2019-07-30,,23625,43098,3
1062193,2019-07-09,2019-07-30,,23721,404670,3
1062194,2019-07-09,2019-07-30,,24114,60298,3
1062195,2019-07-09,2019-07-30,2019-07-30,24166,539963,1
1062196,2019-07-09,2019-07-30,,24938,455044,3
1062197,2019-07-09,2019-07-30,2019-08-06,24940,52505,1
1062198,2019-07-09,2019-07-30,2019-07-30,24940,106491,1
1062199,2019-07-09,2019-07-30,,24940,349483,3
1062200,2019-07-09,2019-07-30,2019-07-31,24940,359753,1
1062201,2019-07-09,2019-07-30,2019-08-09,24940,561477,1
1062202,2019-07-09,2019-07-30,2019-08-10,24940,590489,1
1062203,2019-07-09,2019-07-30,2019-08-05,24940,656135,1
1062204,2019-07-09,2019-07-30,2019-08-03,24940,696082,1
1062205,2019-07-09,2019-07-30,2019-07-31,24940,802326,1
1062206,2019-07-09,2019-07-30,,24940,832467,3
1062207,2019-07-09,2019-07-30,2019-08-09,24940,901794,1
1062208,2019-07-09,2019-07-30,2019-08-08,24969,754327,1
1062209,2019-07-09,2019-07-30,2019-08-02,25022,816715,1
1062210,2019-07-09,2019-07-30,,25172,306132,3
1062211,2019-07-09,2019-07-30,,25291,728054,3
1062212,2019-07-09,2019-07-30,,25332,836194,3
1062213,2019-07-09,2019-07-30,,25340,18372,3
1062214,2019-07-09,2019-07-30,,25579,723950,3
1062215,2019-07-09,2019-07-30,,25588,676238,3
1062216,2019-07-09,2019-07-30,,25662,271043,3
1062217,2019-07-09,2019-07-30,2019-08-01,25696,72938,1
1062218,2019-07-09,2019-07-30,,25699,17132,3
1062219,2019-07-09,2019-07-30,,25734,403215,3
1062220,2019-07-09,2019-07-30,,25892,621024,3
