pozajmica_id,datum_pozajmice,rok_vracanja,datum_vracanja,clan_id,primerak_id,status_pozajmice_id
48277,2018-01-27,2018-02-17,,43124,845944,3
48278,2018-01-27,2018-02-17,,43130,242341,3
48279,2018-01-27,2018-02-17,2018-02-18,43137,674278,1
48280,2018-01-27,2018-02-17,2018-02-22,43142,39682,1
48281,2018-01-27,2018-02-17,2018-02-23,43227,12938,1
48282,2018-01-27,2018-02-17,,43246,43993,3
48283,2018-01-27,2018-02-17,2018-02-23,43402,240632,1
48284,2018-01-27,2018-02-17,2018-02-08,43416,793346,1
48285,2018-01-27,2018-02-17,,43573,405844,3
48286,2018-01-27,2018-02-17,2018-02-15,43666,393456,1
48287,2018-01-27,2018-02-17,2018-02-08,43666,533281,1
48288,2018-01-27,2018-02-17,,43821,480971,3
48289,2018-01-27,2018-02-17,,43888,286411,3
48290,2018-01-27,2018-02-17,2018-02-18,43952,260758,1
48291,2018-01-27,2018-02-17,2018-02-14,43984,182180,1
48292,2018-01-27,2018-02-17,2018-02-13,44126,42113,1
48293,2018-01-27,2018-02-17,2018-02-22,44264,581717,1
48294,2018-01-27,2018-02-17,2018-02-17,44363,312767,1
48295,2018-01-27,2018-02-17,2018-02-26,44365,844027,1
48296,2018-01-27,2018-02-17,2018-02-21,44386,578198,1
48297,2018-01-27,2018-02-17,2018-02-20,44447,540308,1
48298,2018-01-27,2018-02-17,2018-02-20,44500,154781,1
48299,2018-01-27,2018-02-17,,44726,19484,3
48300,2018-01-27,2018-02-17,,44816,788699,3
48301,2018-01-27,2018-02-17,2018-02-24,45024,831904,1
48302,2018-01-27,2018-02-17,,45095,471148,3
48303,2018-01-27,2018-02-17,,45095,630953,3
48304,2018-01-27,2018-02-17,2018-02-13,45192,947242,1
48305,2018-01-27,2018-02-17,2018-02-13,45252,442188,1
48306,2018-01-27,2018-02-17,2018-02-18,45268,442104,1
48307,2018-01-27,2018-02-17,2018-02-17,45401,339332,1
48308,2018-01-27,2018-02-17,2018-02-19,45485,894264,1
48309,2018-01-27,2018-02-17,2018-02-17,45559,117333,1
48310,2018-01-27,2018-02-17,,45563,922100,3
48311,2018-01-27,2018-02-17,2018-02-09,45696,24891,1
48312,2018-01-27,2018-02-17,2018-02-22,45783,480359,1
48313,2018-01-27,2018-02-17,2018-02-23,45787,757823,1
48314,2018-01-27,2018-02-17,,45850,698111,3
48315,2018-01-27,2018-02-17,2018-02-13,45972,76045,1
48316,2018-01-27,2018-02-17,2018-02-14,46025,431420,1
48317,2018-01-27,2018-02-17,2018-02-18,46150,194131,1
48318,2018-01-27,2018-02-17,2018-02-12,46279,67426,1
48319,2018-01-27,2018-02-17,2018-02-14,46306,236500,1
48320,2018-01-27,2018-02-17,2018-02-18,46328,908077,1
48321,2018-01-27,2018-02-17,2018-02-19,46395,876056,1
48322,2018-01-27,2018-02-17,2018-02-09,46517,819000,1
48323,2018-01-27,2018-02-17,2018-02-12,46569,516326,1
48324,2018-01-27,2018-02-17,2018-02-24,46835,83152,1
48325,2018-01-27,2018-02-17,,46925,204990,3
48326,2018-01-27,2018-02-17,2018-02-09,47075,725454,1
48327,2018-01-27,2018-02-17,2018-02-24,47075,878240,1
48328,2018-01-27,2018-02-17,2018-02-12,47413,647332,1
48329,2018-01-27,2018-02-17,,47496,280089,3
48330,2018-01-27,2018-02-17,2018-02-21,47519,120607,1
