pozajmica_id,datum_pozajmice,rok_vracanja,datum_vracanja,clan_id,primerak_id,status_pozajmice_id
289657,2018-06-06,2018-06-27,2018-07-02,11381,463076,1
289658,2018-06-06,2018-06-27,,11655,502417,3
289659,2018-06-06,2018-06-27,,11738,936957,3
289660,2018-06-06,2018-06-27,2018-07-01,11904,233236,1
289661,2018-06-06,2018-06-27,,12061,213643,3
289662,2018-06-06,2018-06-27,,12176,675931,3
289663,2018-06-06,2018-06-27,2018-06-22,12192,446265,1
289664,2018-06-06,2018-06-27,2018-06-24,12229,581235,1
289665,2018-06-06,2018-06-27,2018-06-28,12249,682417,1
289666,2018-06-06,2018-06-27,,12332,470379,3
289667,2018-06-06,2018-06-27,,12332,686481,3
289668,2018-06-06,2018-06-27,,12394,927763,3
289669,2018-06-06,2018-06-27,2018-07-08,12425,840946,1
289670,2018-06-06,2018-06-27,,12501,697335,3
289671,2018-06-06,2018-06-27,2018-07-05,12656,124097,1
289672,2018-06-06,2018-06-27,,12755,501074,3
289673,2018-06-06,2018-06-27,2018-06-22,12831,55164,1
289674,2018-06-06,2018-06-27,2018-06-21,12831,667686,1
289675,2018-06-06,2018-06-27,2018-06-25,12889,447967,1
289676,2018-06-06,2018-06-27,,13131,537450,3
289677,2018-06-06,2018-06-27,,13145,308642,3
289678,2018-06-06,2018-06-27,2018-07-04,13185,36143,1
289679,2018-06-06,2018-06-27,,13316,12166,3
289680,2018-06-06,2018-06-27,,13316,234070,3
289681,2018-06-06,2018-06-27,,13316,421139,3
289682,2018-06-06,2018-06-27,,13316,557937,3
289683,2018-06-06,2018-06-27,,13316,725781,3
289684,2018-06-06,2018-06-27,2018-07-06,13340,401020,1
289685,2018-06-06,2018-06-27,2018-06-25,13340,530736,1
289686,2018-06-06,2018-06-27,,13538,837930,3
289687,2018-06-06,2018-06-27,2018-06-27,13547,349556,1
289688,2018-06-06,2018-06-27,,13547,389832,3
289689,2018-06-06,2018-06-27,,13547,427950,3
