pozajmica_id,datum_pozajmice,rok_vracanja,datum_vracanja,clan_id,primerak_id,status_pozajmice_id
96553,2018-02-21,2018-03-14,2018-03-15,65165,553556,1
96554,2018-02-21,2018-03-14,,65165,681301,3
96555,2018-02-21,2018-03-14,2018-03-15,65175,402338,1
96556,2018-02-21,2018-03-14,2018-03-08,65186,475054,1
96557,2018-02-21,2018-03-14,,65481,452154,3
96558,2018-02-21,2018-03-14,,65510,495327,3
96559,2018-02-21,2018-03-14,2018-03-09,65525,529326,1
96560,2018-02-21,2018-03-14,2018-03-08,65625,874583,1
96561,2018-02-21,2018-03-14,,65740,720374,3
96562,2018-02-21,2018-03-14,2018-03-11,65744,576722,1
96563,2018-02-21,2018-03-14,,65977,187949,3
96564,2018-02-21,2018-03-14,2018-03-14,65977,605928,1
96565,2018-02-21,2018-03-14,,66097,138991,3
96566,2018-02-21,2018-03-14,2018-03-18,66450,14584,1
96567,2018-02-21,2018-03-14,,66553,70919,3
96568,2018-02-21,2018-03-14,,66719,288024,3
96569,2018-02-21,2018-03-14,,66723,166666,3
96570,2018-02-21,2018-03-14,,67068,698100,3
96571,2018-02-21,2018-03-14,2018-03-22,67078,714329,1
96572,2018-02-21,2018-03-14,,67083,732508,3
96573,2018-02-21,2018-03-14,,67142,166231,3
96574,2018-02-21,2018-03-14,2018-03-14,67215,2272,1
96575,2018-02-21,2018-03-14,,67224,323564,3
96576,2018-02-21,2018-03-14,2018-03-22,67308,534076,1
96577,2018-02-21,2018-03-14,,67548,411037,3
96578,2018-02-21,2018-03-14,2018-03-07,67576,802885,1
96579,2018-02-21,2018-03-14,2018-03-10,67814,645351,1
96580,2018-02-21,2018-03-14,2018-03-09,67839,176957,1
96581,2018-02-21,2018-03-14,2018-03-19,67854,267391,1
96582,2018-02-21,2018-03-14,2018-03-18,68024,616010,1
96583,2018-02-21,2018-03-14,,68056,801747,3
96584,2018-02-21,2018-03-14,2018-03-15,68074,362177,1
96585,2018-02-21,2018-03-14,2018-03-19,68175,741820,1
96586,2018-02-21,2018-03-14,2018-03-07,68273,228536,1
96587,2018-02-21,2018-03-14,,68312,317342,3
96588,2018-02-21,2018-03-14,2018-03-11,68333,771802,1
96589,2018-02-21,2018-03-14,,68391,518551,3
96590,2018-02-21,2018-03-14,2018-03-22,68391,719884,1
96591,2018-02-21,2018-03-14,2018-03-23,68391,814812,1
96592,2018-02-21,2018-03-14,2018-03-08,68485,502741,1
96593,2018-02-21,2018-03-14,2018-03-20,68602,657120,1
96594,2018-02-21,2018-03-14,,68734,41268,3
96595,2018-02-21,2018-03-14,,68734,96087,3
96596,2018-02-21,2018-03-14,2018-03-20,68741,463061,1
96597,2018-02-21,2018-03-14,2018-03-18,68781,920649,1
96598,2018-02-21,2018-03-14,2018-03-17,68804,263135,1
96599,2018-02-21,2018-03-14,2018-03-24,68980,158900,1
96600,2018-02-21,2018-03-14,2018-03-10,68980,300951,1
96601,2018-02-21,2018-03-14,2018-03-12,69038,645412,1
96602,2018-02-21,2018-03-14,,69200,838266,3
96603,2018-02-21,2018-03-14,2018-03-08,69449,113007,1
96604,2018-02-21,2018-03-14,2018-03-24,69698,564817,1
96605,2018-02-21,2018-03-14,2018-03-14,69914,85979,1
96606,2018-02-21,2018-03-14,,69952,652457,3
96607,2018-02-21,2018-03-14,2018-03-18,69999,656798,1
96608,2018-02-21,2018-03-14,,70077,493202,3
96609,2018-02-21,2018-03-14,2018-03-06,70281,119,1
96610,2018-02-21,2018-03-14,2018-03-11,70286,768163,1
96611,2018-02-21,2018-03-14,2018-03-13,70384,833308,1
96612,2018-02-21,2018-03-14,2018-03-14,70462,953522,1
96613,2018-02-21,2018-03-14,,70586,756704,3
96614,2018-02-21,2018-03-14,2018-03-17,70607,130931,1
96615,2018-02-21,2018-03-14,2018-03-06,70648,448168,1
96616,2018-02-21,2018-03-14,2018-03-15,70665,647687,1
96617,2018-02-21,2018-03-14,,71008,730486,3
96618,2018-02-21,2018-03-14,2018-03-09,71156,885544,1
96619,2018-02-21,2018-03-14,,71188,137856,3
96620,2018-02-21,2018-03-14,2018-03-06,71246,790234,1
96621,2018-02-21,2018-03-14,,71422,233348,3
96622,2018-02-21,2018-03-14,2018-03-21,71479,449029,1
96623,2018-02-21,2018-03-14,2018-03-17,71483,441579,1
96624,2018-02-21,2018-03-14,,71642,696625,3
96625,2018-02-21,2018-03-14,2018-03-08,71691,55926,1
96626,2018-02-21,2018-03-14,2018-03-10,71876,72156,1
96627,2018-02-21,2018-03-14,2018-03-06,72063,43997,1
96628,2018-02-21,2018-03-14,2018-03-13,72145,91069,1
96629,2018-02-21,2018-03-14,2018-03-21,72191,715060,1
96630,2018-02-21,2018-03-14,2018-03-16,72273,655442,1
96631,2018-02-21,2018-03-14,,72703,730616,3
96632,2018-02-21,2018-03-14,,72728,723177,3
96633,2018-02-21,2018-03-14,,72749,243450,3
96634,2018-02-21,2018-03-14,,72790,226413,3
96635,2018-02-21,2018-03-14,2018-03-12,72906,334031,1
96636,2018-02-21,2018-03-14,,73296,220606,3
96637,2018-02-21,2018-03-14,2018-03-14,73378,858341,1
96638,2018-02-21,2018-03-14,,73817,793989,3
96639,2018-02-21,2018-03-14,,73921,314603,3
96640,2018-02-21,2018-03-14,2018-03-07,74136,235457,1
96641,2018-02-21,2018-03-14,,74141,281384,3
96642,2018-02-21,2018-03-14,2018-03-22,74237,813702,1
96643,2018-02-21,2018-03-14,2018-03-20,74261,405991,1
96644,2018-02-21,2018-03-14,2018-03-13,74375,554839,1
96645,2018-02-21,2018-03-14,,74463,804533,3
96646,2018-02-21,2018-03-14,2018-03-12,74463,951302,1
96647,2018-02-21,2018-03-14,2018-03-07,74486,350261,1
96648,2018-02-21,2018-03-14,2018-03-15,74577,141966,1
96649,2018-02-21,2018-03-14,,74733,733445,3
96650,2018-02-21,2018-03-14,2018-03-16,74733,912045,1
96651,2018-02-21,2018-03-14,2018-03-11,74776,571121,1
96652,2018-02-21,2018-03-14,2018-03-16,74901,61057,1
96653,2018-02-21,2018-03-14,,75012,157587,3
96654,2018-02-21,2018-03-14,,75021,428090,3
96655,2018-02-21,2018-03-14,,75036,280647,3
96656,2018-02-21,2018-03-14,2018-03-10,75061,752503,1
96657,2018-02-21,2018-03-14,,75115,669930,3
96658,2018-02-21,2018-03-14,2018-03-20,75121,731638,1
96659,2018-02-21,2018-03-14,2018-03-14,75158,224681,1
96660,2018-02-21,2018-03-14,,75166,510819,3
96661,2018-02-21,2018-03-14,2018-03-09,75330,721588,1
96662,2018-02-21,2018-03-14,2018-03-16,75490,588345,1
96663,2018-02-21,2018-03-14,2018-03-15,75562,618341,1
96664,2018-02-21,2018-03-14,,75605,341022,3
96665,2018-02-21,2018-03-14,2018-03-21,75616,91388,1
96666,2018-02-21,2018-03-14,2018-03-15,75616,799148,1
96667,2018-02-21,2018-03-14,2018-03-13,75701,767316,1
96668,2018-02-21,2018-03-14,2018-03-19,75957,5851,1
96669,2018-02-21,2018-03-14,,76139,50331,3
96670,2018-02-21,2018-03-14,2018-03-13,76198,187901,1
96671,2018-02-21,2018-03-14,2018-03-14,76221,87411,1
96672,2018-02-21,2018-03-14,2018-03-21,76276,316484,1
96673,2018-02-21,2018-03-14,2018-03-17,76356,449032,1
96674,2018-02-21,2018-03-14,2018-03-24,76463,647396,1
96675,2018-02-21,2018-03-14,2018-03-17,76728,692390,1
96676,2018-02-21,2018-03-14,,76925,773362,3
96677,2018-02-21,2018-03-14,2018-03-12,77033,385527,1
96678,2018-02-21,2018-03-14,2018-03-09,77538,550999,1
96679,2018-02-21,2018-03-14,,77539,312999,3
96680,2018-02-21,2018-03-14,2018-03-17,77663,726889,1
96681,2018-02-21,2018-03-14,2018-03-20,77783,7454,1
96682,2018-02-21,2018-03-14,,77823,309418,3
96683,2018-02-21,2018-03-14,2018-03-22,77955,300261,1
96684,2018-02-21,2018-03-14,2018-03-15,78209,608533,1
96685,2018-02-21,2018-03-14,,78358,912473,3
96686,2018-02-21,2018-03-14,2018-03-11,78405,506574,1
96687,2018-02-21,2018-03-14,2018-03-14,78405,597082,1
96688,2018-02-21,2018-03-14,,78405,648743,3
96689,2018-02-21,2018-03-14,2018-03-16,78481,24102,1
96690,2018-02-21,2018-03-14,2018-03-09,78497,51920,1
96691,2018-02-21,2018-03-14,,78648,325805,3
96692,2018-02-21,2018-03-14,,78696,106726,3
96693,2018-02-21,2018-03-14,,78753,260876,3
96694,2018-02-21,2018-03-14,2018-03-20,78795,586678,1
96695,2018-02-21,2018-03-14,,78818,696004,3
96696,2018-02-21,2018-03-14,2018-03-21,78873,519297,1
96697,2018-02-21,2018-03-14,2018-03-10,79355,21264,1
96698,2018-02-21,2018-03-14,2018-03-08,79404,734840,1
96699,2018-02-21,2018-03-14,,79444,733811,3
96700,2018-02-21,2018-03-14,,79555,707524,3
96701,2018-02-21,2018-03-14,2018-03-10,79571,337767,1
96702,2018-02-21,2018-03-14,2018-03-11,79689,894825,1
96703,2018-02-21,2018-03-14,,79769,650066,3
96704,2018-02-21,2018-03-14,2018-03-14,79801,183486,1
96705,2018-02-21,2018-03-14,2018-03-08,79850,288995,1
96706,2018-02-21,2018-03-14,,79861,726591,3
96707,2018-02-21,2018-03-14,2018-03-14,80045,381334,1
96708,2018-02-21,2018-03-14,2018-03-10,80232,462912,1
96709,2018-02-21,2018-03-14,2018-03-18,80256,785363,1
96710,2018-02-21,2018-03-14,2018-03-14,80319,465554,1
96711,2018-02-21,2018-03-14,2018-03-19,80372,689353,1
96712,2018-02-21,2018-03-14,,80379,907153,3
96713,2018-02-21,2018-03-14,2018-03-20,80452,886856,1
96714,2018-02-21,2018-03-14,2018-03-13,80475,350000,1
96715,2018-02-21,2018-03-14,2018-03-11,80517,406539,1
96716,2018-02-21,2018-03-14,,80531,727902,3
96717,2018-02-21,2018-03-14,2018-03-18,80584,452482,1
96718,2018-02-21,2018-03-14,2018-03-05,80663,175562,1
96719,2018-02-21,2018-03-14,2018-03-06,80818,576336,1
96720,2018-02-21,2018-03-14,,80821,465496,3
96721,2018-02-21,2018-03-14,2018-03-13,80826,794015,1
96722,2018-02-21,2018-03-14,2018-03-08,80922,224104,1
96723,2018-02-21,2018-03-14,,81109,495275,3
96724,2018-02-21,2018-03-14,2018-03-12,81244,718871,1
96725,2018-02-21,2018-03-14,,81290,30507,3
96726,2018-02-21,2018-03-14,,81300,558868,3
96727,2018-02-21,2018-03-14,,81458,523548,3
96728,2018-02-21,2018-03-14,,81529,287368,3
96729,2018-02-21,2018-03-14,2018-03-16,82276,927602,1
96730,2018-02-21,2018-03-14,2018-03-14,82348,712854,1
96731,2018-02-21,2018-03-14,2018-03-20,82378,898778,1
96732,2018-02-21,2018-03-14,2018-03-14,82530,761730,1
96733,2018-02-21,2018-03-14,,82764,297986,3
96734,2018-02-21,2018-03-14,,82791,951600,3
96735,2018-02-21,2018-03-14,2018-03-14,83142,465542,1
96736,2018-02-21,2018-03-14,2018-03-14,83253,857711,1
96737,2018-02-21,2018-03-14,,83451,386422,3
96738,2018-02-21,2018-03-14,2018-03-15,83498,78345,1
96739,2018-02-21,2018-03-14,2018-03-15,83554,669579,1
96740,2018-02-21,2018-03-14,,83570,669921,3
96741,2018-02-21,2018-03-14,2018-03-07,83647,770246,1
96742,2018-02-21,2018-03-14,2018-03-15,83708,840321,1
96743,2018-02-21,2018-03-14,,83981,789926,3
96744,2018-02-21,2018-03-14,2018-03-14,84167,874506,1
96745,2018-02-21,2018-03-14,2018-03-08,84220,28041,1
96746,2018-02-21,2018-03-14,,84232,897545,3
96747,2018-02-21,2018-03-14,2018-03-07,84370,717248,1
96748,2018-02-21,2018-03-14,2018-03-09,84404,492306,1
96749,2018-02-21,2018-03-14,2018-03-22,84441,94495,1
96750,2018-02-21,2018-03-14,,84497,524589,3
96751,2018-02-21,2018-03-14,,84581,43859,3
96752,2018-02-21,2018-03-14,2018-03-15,84687,336522,1
96753,2018-02-21,2018-03-14,2018-03-18,84702,380468,1
96754,2018-02-21,2018-03-14,2018-03-21,84735,812547,1
96755,2018-02-21,2018-03-14,2018-03-25,84803,307178,1
96756,2018-02-21,2018-03-14,,84901,734180,3
96757,2018-02-21,2018-03-14,,84927,361759,3
96758,2018-02-21,2018-03-14,,84999,547573,3
96759,2018-02-21,2018-03-14,2018-03-22,85070,907181,1
96760,2018-02-21,2018-03-14,2018-03-22,85072,525320,1
96761,2018-02-21,2018-03-14,,85078,302699,3
96762,2018-02-21,2018-03-14,2018-03-12,85092,631326,1
96763,2018-02-21,2018-03-14,2018-03-22,85293,125710,1
96764,2018-02-21,2018-03-14,2018-03-23,85504,504377,1
96765,2018-02-21,2018-03-14,,85509,119852,3
96766,2018-02-21,2018-03-14,2018-03-19,85751,652910,1
96767,2018-02-21,2018-03-14,2018-03-07,85832,160099,1
96768,2018-02-21,2018-03-14,,86000,252993,3
