pozajmica_id,datum_pozajmice,rok_vracanja,datum_vracanja,clan_id,primerak_id,status_pozajmice_id
772417,2019-02-11,2019-03-04,,133454,756056,3
772418,2019-02-11,2019-03-04,,133528,215147,3
772419,2019-02-11,2019-03-04,,133528,459833,3
772420,2019-02-11,2019-03-04,2019-03-08,133530,473990,1
772421,2019-02-11,2019-03-04,2019-02-23,133537,154335,1
772422,2019-02-11,2019-03-04,,133932,600146,3
772423,2019-02-11,2019-03-04,,134043,711831,3
772424,2019-02-11,2019-03-04,2019-03-08,134100,148765,1
772425,2019-02-11,2019-03-04,2019-03-03,134100,454138,1
772426,2019-02-11,2019-03-04,2019-02-28,134100,785200,1
772427,2019-02-11,2019-03-04,2019-03-03,134361,689101,1
772428,2019-02-11,2019-03-04,,134438,332247,3
772429,2019-02-11,2019-03-04,,134438,554776,3
772430,2019-02-11,2019-03-04,2019-03-11,134446,552985,1
772431,2019-02-11,2019-03-04,2019-03-04,134467,246403,1
772432,2019-02-11,2019-03-04,,134706,112127,3
772433,2019-02-11,2019-03-04,,134978,868662,3
772434,2019-02-11,2019-03-04,,135333,600922,3
772435,2019-02-11,2019-03-04,,135341,739500,3
772436,2019-02-11,2019-03-04,,135391,308607,3
772437,2019-02-11,2019-03-04,,135416,559773,3
772438,2019-02-11,2019-03-04,,135526,207426,3
772439,2019-02-11,2019-03-04,2019-03-13,135526,405812,1
772440,2019-02-11,2019-03-04,,135526,649089,3
772441,2019-02-11,2019-03-04,,135526,679660,3
772442,2019-02-11,2019-03-04,,135527,262041,3
772443,2019-02-11,2019-03-04,,135620,721148,3
772444,2019-02-11,2019-03-04,,135920,473324,3
772445,2019-02-11,2019-03-04,2019-03-09,135922,68103,1
772446,2019-02-11,2019-03-04,,136265,344959,3
772447,2019-02-11,2019-03-04,2019-02-28,136378,588814,1
772448,2019-02-11,2019-03-04,2019-03-12,136414,27639,1
772449,2019-02-11,2019-03-04,,136542,183424,3
772450,2019-02-11,2019-03-04,,136557,467504,3
772451,2019-02-11,2019-03-04,2019-02-25,136629,213015,1
772452,2019-02-11,2019-03-04,2019-03-05,136684,761649,1
772453,2019-02-11,2019-03-04,,136736,465201,3
772454,2019-02-11,2019-03-04,,136791,798753,3
772455,2019-02-11,2019-03-04,,137047,673354,3
772456,2019-02-11,2019-03-04,,137325,758482,3
772457,2019-02-11,2019-03-04,,137534,814329,3
772458,2019-02-11,2019-03-04,,137534,863975,3
772459,2019-02-11,2019-03-04,,137714,845303,3
772460,2019-02-11,2019-03-04,,137960,379942,3
772461,2019-02-11,2019-03-04,,138061,243714,3
772462,2019-02-11,2019-03-04,,138181,184576,3
772463,2019-02-11,2019-03-04,,138201,628441,3
772464,2019-02-11,2019-03-04,2019-03-03,138425,739387,1
772465,2019-02-11,2019-03-04,,138469,473325,3
772466,2019-02-11,2019-03-04,2019-03-04,138644,36140,1
772467,2019-02-11,2019-03-04,,138660,548054,3
772468,2019-02-11,2019-03-04,,138666,929645,3
772469,2019-02-11,2019-03-04,,138713,609200,3
772470,2019-02-11,2019-03-04,,138804,910362,3
772471,2019-02-11,2019-03-04,,138894,140539,3
772472,2019-02-11,2019-03-04,,138935,825049,3
772473,2019-02-11,2019-03-04,,139015,163068,3
772474,2019-02-11,2019-03-04,,139066,459468,3
772475,2019-02-11,2019-03-04,2019-03-12,139224,892284,1
772476,2019-02-11,2019-03-04,2019-02-27,139229,189567,1
772477,2019-02-11,2019-03-04,2019-03-06,139248,395105,1
772478,2019-02-11,2019-03-04,,139281,785553,3
772479,2019-02-11,2019-03-04,,139308,736938,3
772480,2019-02-11,2019-03-04,2019-03-03,139442,404320,1
772481,2019-02-11,2019-03-04,,139647,760882,3
772482,2019-02-11,2019-03-04,,139787,247263,3
772483,2019-02-11,2019-03-04,2019-03-02,139787,258132,1
772484,2019-02-11,2019-03-04,2019-03-04,139787,641821,1
772485,2019-02-11,2019-03-04,2019-03-16,139787,777702,1
772486,2019-02-11,2019-03-04,,139841,132338,3
772487,2019-02-11,2019-03-04,,140101,230767,3
772488,2019-02-11,2019-03-04,,140159,670663,3
772489,2019-02-11,2019-03-04,,140311,39312,3
772490,2019-02-11,2019-03-04,,140545,892797,3
772491,2019-02-11,2019-03-04,,140563,25973,3
772492,2019-02-11,2019-03-04,,140594,362853,3
772493,2019-02-11,2019-03-04,2019-03-03,140728,723149,1
772494,2019-02-11,2019-03-04,,140779,930336,3
772495,2019-02-11,2019-03-04,2019-03-11,141121,553294,1
772496,2019-02-11,2019-03-04,2019-03-11,141181,140002,1
772497,2019-02-11,2019-03-04,,141189,64366,3
772498,2019-02-11,2019-03-04,,141261,465545,3
772499,2019-02-11,2019-03-04,2019-03-09,141387,666705,1
772500,2019-02-11,2019-03-04,,141407,722432,3
772501,2019-02-11,2019-03-04,,141414,201511,3
772502,2019-02-11,2019-03-04,,141428,252541,3
772503,2019-02-11,2019-03-04,,141430,586818,3
772504,2019-02-11,2019-03-04,,141741,703310,3
772505,2019-02-11,2019-03-04,2019-03-07,141901,69121,1
772506,2019-02-11,2019-03-04,,141901,228215,3
772507,2019-02-11,2019-03-04,,141901,248352,3
772508,2019-02-11,2019-03-04,2019-02-26,141915,694461,1
772509,2019-02-11,2019-03-04,2019-03-06,141934,82741,1
772510,2019-02-11,2019-03-04,2019-03-13,141934,542414,1
772511,2019-02-11,2019-03-04,,141954,233590,3
772512,2019-02-11,2019-03-04,,141954,595079,3
772513,2019-02-11,2019-03-04,,141992,925543,3
772514,2019-02-11,2019-03-04,,142000,143429,3
772515,2019-02-11,2019-03-04,2019-03-05,142305,207615,1
772516,2019-02-11,2019-03-04,,142315,651398,3
772517,2019-02-11,2019-03-04,,142335,517656,3
772518,2019-02-11,2019-03-04,2019-03-03,142532,281042,1
772519,2019-02-11,2019-03-04,,142580,109875,3
772520,2019-02-11,2019-03-04,,142613,206475,3
772521,2019-02-11,2019-03-04,,142631,67492,3
772522,2019-02-11,2019-03-04,,142895,842146,3
772523,2019-02-11,2019-03-04,,143017,600176,3
772524,2019-02-11,2019-03-04,,143101,555882,3
772525,2019-02-11,2019-03-04,,143149,430978,3
772526,2019-02-11,2019-03-04,,143393,344354,3
772527,2019-02-11,2019-03-04,,143431,633742,3
772528,2019-02-11,2019-03-04,,143462,387034,3
772529,2019-02-11,2019-03-04,,143600,776374,3
772530,2019-02-11,2019-03-04,,143667,771725,3
772531,2019-02-11,2019-03-04,2019-03-07,143682,651361,1
772532,2019-02-11,2019-03-04,,143756,395602,3
772533,2019-02-11,2019-03-04,,143823,700268,3
772534,2019-02-11,2019-03-04,,143852,364258,3
772535,2019-02-11,2019-03-04,,143933,251568,3
772536,2019-02-11,2019-03-04,,143933,632430,3
772537,2019-02-11,2019-03-04,,143933,710040,3
772538,2019-02-11,2019-03-04,2019-03-12,144136,79070,1
772539,2019-02-11,2019-03-04,,144217,136785,3
772540,2019-02-11,2019-03-04,2019-03-12,144336,332990,1
772541,2019-02-11,2019-03-04,2019-03-09,144352,324715,1
772542,2019-02-11,2019-03-04,,144371,112409,3
772543,2019-02-11,2019-03-04,2019-02-27,144386,39372,1
772544,2019-02-11,2019-03-04,,144749,400256,3
772545,2019-02-11,2019-03-04,,144921,772432,3
772546,2019-02-11,2019-03-04,,145268,734940,3
772547,2019-02-11,2019-03-04,,145455,627417,3
772548,2019-02-11,2019-03-04,,145553,344502,3
772549,2019-02-11,2019-03-04,,145701,492744,3
772550,2019-02-11,2019-03-04,,145716,832227,3
772551,2019-02-11,2019-03-04,,145716,894542,3
772552,2019-02-11,2019-03-04,,145796,24114,3
