pozajmica_id,datum_pozajmice,rok_vracanja,datum_vracanja,clan_id,primerak_id,status_pozajmice_id
627589,2018-11-29,2018-12-20,2018-12-16,46762,323696,1
627590,2018-11-29,2018-12-20,,46791,167141,3
627591,2018-11-29,2018-12-20,,46848,97453,3
627592,2018-11-29,2018-12-20,2018-12-28,46849,43625,1
627593,2018-11-29,2018-12-20,2018-12-25,46849,367191,1
627594,2018-11-29,2018-12-20,,46849,746064,3
627595,2018-11-29,2018-12-20,,46850,419666,3
627596,2018-11-29,2018-12-20,,46872,431736,3
627597,2018-11-29,2018-12-20,2018-12-25,47105,206760,1
627598,2018-11-29,2018-12-20,,47266,60337,3
627599,2018-11-29,2018-12-20,2018-12-24,47425,500547,1
627600,2018-11-29,2018-12-20,,47500,841164,3
627601,2018-11-29,2018-12-20,,47584,379771,3
627602,2018-11-29,2018-12-20,,47620,809987,3
627603,2018-11-29,2018-12-20,,47653,426015,3
627604,2018-11-29,2018-12-20,,47653,519579,3
627605,2018-11-29,2018-12-20,2018-12-27,47739,564196,1
627606,2018-11-29,2018-12-20,,47823,407369,3
627607,2018-11-29,2018-12-20,,47993,549869,3
627608,2018-11-29,2018-12-20,2018-12-23,48206,144324,1
627609,2018-11-29,2018-12-20,2018-12-27,48206,927932,1
627610,2018-11-29,2018-12-20,,48239,140326,3
627611,2018-11-29,2018-12-20,2019-01-01,48457,260607,1
627612,2018-11-29,2018-12-20,2018-12-17,48457,533018,1
627613,2018-11-29,2018-12-20,,48457,868451,3
627614,2018-11-29,2018-12-20,,48457,890706,3
627615,2018-11-29,2018-12-20,2018-12-24,48457,921627,1
627616,2018-11-29,2018-12-20,2018-12-27,48535,134616,1
627617,2018-11-29,2018-12-20,,48692,263038,3
627618,2018-11-29,2018-12-20,,48795,296410,3
627619,2018-11-29,2018-12-20,,48795,936507,3
627620,2018-11-29,2018-12-20,,48852,350807,3
627621,2018-11-29,2018-12-20,,48861,499454,3
627622,2018-11-29,2018-12-20,,48908,213209,3
627623,2018-11-29,2018-12-20,,48963,810020,3
627624,2018-11-29,2018-12-20,,49045,307915,3
627625,2018-11-29,2018-12-20,,49122,569099,3
627626,2018-11-29,2018-12-20,2018-12-28,49208,406850,1
627627,2018-11-29,2018-12-20,,49807,165177,3
627628,2018-11-29,2018-12-20,,49935,196122,3
627629,2018-11-29,2018-12-20,2018-12-14,49935,327840,1
627630,2018-11-29,2018-12-20,2018-12-28,49962,495469,1
627631,2018-11-29,2018-12-20,,50073,705473,3
627632,2018-11-29,2018-12-20,2018-12-19,50104,378152,1
627633,2018-11-29,2018-12-20,,50186,336826,3
627634,2018-11-29,2018-12-20,,50300,652803,3
627635,2018-11-29,2018-12-20,,50400,703097,3
627636,2018-11-29,2018-12-20,,50400,783781,3
627637,2018-11-29,2018-12-20,,50404,883649,3
627638,2018-11-29,2018-12-20,,50772,286278,3
627639,2018-11-29,2018-12-20,,50858,431566,3
627640,2018-11-29,2018-12-20,,50919,611911,3
627641,2018-11-29,2018-12-20,2018-12-31,50985,561624,1
627642,2018-11-29,2018-12-20,2018-12-24,51122,43133,1
627643,2018-11-29,2018-12-20,,51164,950508,3
627644,2018-11-29,2018-12-20,,51490,246181,3
627645,2018-11-29,2018-12-20,,51495,450975,3
627646,2018-11-29,2018-12-20,2018-12-25,51703,39494,1
627647,2018-11-29,2018-12-20,2018-12-28,51889,153945,1
627648,2018-11-29,2018-12-20,,51923,184898,3
627649,2018-11-29,2018-12-20,,52054,235094,3
627650,2018-11-29,2018-12-20,,52057,384403,3
627651,2018-11-29,2018-12-20,,52057,616574,3
627652,2018-11-29,2018-12-20,,52057,696867,3
627653,2018-11-29,2018-12-20,2018-12-28,52079,953085,1
627654,2018-11-29,2018-12-20,2018-12-22,52345,248385,1
627655,2018-11-29,2018-12-20,,52358,527808,3
627656,2018-11-29,2018-12-20,,52630,499210,3
627657,2018-11-29,2018-12-20,2018-12-29,52673,252089,1
627658,2018-11-29,2018-12-20,,52718,658510,3
627659,2018-11-29,2018-12-20,,52814,917473,3
627660,2018-11-29,2018-12-20,,52830,498228,3
627661,2018-11-29,2018-12-20,,53118,124698,3
627662,2018-11-29,2018-12-20,,53223,29476,3
627663,2018-11-29,2018-12-20,,53223,294503,3
627664,2018-11-29,2018-12-20,2018-12-23,53223,426783,1
627665,2018-11-29,2018-12-20,,53223,491304,3
627666,2018-11-29,2018-12-20,,53223,894645,3
627667,2018-11-29,2018-12-20,,53297,282222,3
627668,2018-11-29,2018-12-20,2018-12-12,53340,583506,1
627669,2018-11-29,2018-12-20,,53364,146901,3
627670,2018-11-29,2018-12-20,,53371,772421,3
627671,2018-11-29,2018-12-20,,53471,60375,3
627672,2018-11-29,2018-12-20,2018-12-19,53471,227698,1
627673,2018-11-29,2018-12-20,,53503,170428,3
627674,2018-11-29,2018-12-20,,53504,509665,3
627675,2018-11-29,2018-12-20,2018-12-31,53540,239927,1
627676,2018-11-29,2018-12-20,2018-12-26,53745,387474,1
627677,2018-11-29,2018-12-20,,53810,394556,3
627678,2018-11-29,2018-12-20,,53829,662099,3
627679,2018-11-29,2018-12-20,2018-12-16,53860,651362,1
627680,2018-11-29,2018-12-20,,53866,431997,3
627681,2018-11-29,2018-12-20,,53920,543383,3
627682,2018-11-29,2018-12-20,,54441,31295,3
627683,2018-11-29,2018-12-20,2018-12-27,54494,232162,1
627684,2018-11-29,2018-12-20,,54516,676605,3
627685,2018-11-29,2018-12-20,,54629,829537,3
627686,2018-11-29,2018-12-20,,54683,445793,3
627687,2018-11-29,2018-12-20,,54693,938814,3
627688,2018-11-29,2018-12-20,,54713,911009,3
627689,2018-11-29,2018-12-20,,54715,757734,3
627690,2018-11-29,2018-12-20,,54872,929535,3
627691,2018-11-29,2018-12-20,2018-12-29,54894,25043,1
627692,2018-11-29,2018-12-20,,54894,146113,3
627693,2018-11-29,2018-12-20,,54894,239299,3
627694,2018-11-29,2018-12-20,2018-12-15,55046,304652,1
627695,2018-11-29,2018-12-20,,55059,463300,3
627696,2018-11-29,2018-12-20,,55317,600628,3
627697,2018-11-29,2018-12-20,,55500,619541,3
627698,2018-11-29,2018-12-20,,55500,884948,3
627699,2018-11-29,2018-12-20,,55521,364046,3
627700,2018-11-29,2018-12-20,,55644,544929,3
627701,2018-11-29,2018-12-20,2018-12-23,55703,282068,1
627702,2018-11-29,2018-12-20,,55719,332627,3
627703,2018-11-29,2018-12-20,,55727,359732,3
627704,2018-11-29,2018-12-20,,55901,489923,3
627705,2018-11-29,2018-12-20,,55916,683678,3
627706,2018-11-29,2018-12-20,,55935,945098,3
627707,2018-11-29,2018-12-20,2018-12-19,56108,291456,1
627708,2018-11-29,2018-12-20,2018-12-16,56108,437498,1
627709,2018-11-29,2018-12-20,,56394,194035,3
627710,2018-11-29,2018-12-20,,56786,752175,3
627711,2018-11-29,2018-12-20,,56840,808013,3
627712,2018-11-29,2018-12-20,,57049,910818,3
